Gutachter,Akten-ID,Damage-ID,Image,Location,Specific Location,Detailed Location,Damage,Repair Action,Cost,Undervalue,Description,status,dirty,action,damage,uid,part,part_p1,part_p2,bildname,damage_en,action_en,part_en,part_p1_en,part_p2_en,img_file_path,ann_file_path
TUEV Sued,2019238516,1,2019238516-Beschaedigung_1:_Motorhaube:_Daemmmatte__-_Marderschaden_-_erneuern_36.jpg,Motorhaube,Daemmmatte,None,Marderschaden,erneuern,159.12,159.12,Daemmmatte - Marderschaden - erneuern,False,False,erneuern,Marderschaden,2019238516,Motorhaube,Daemmmatte,None,2019238516-Beschädigung-1-36.jpg,Marten damage,renew,Engine Hood,Dorm,None,./person/w4/image/2019238516-Beschädigung-1-36.jpg,./person/w4/data/annotation/2019238516-Beschädigung-1-36.xml
TUEV Sued,2015035113,5,2015035113-Beschaedigung_5:_Fahrerhaus:_Daemmmatte__-_Marderschaden_-_Wertminderung_43.jpg,Fahrerhaus,Daemmmatte,None,Marderschaden,Wertminderung,120.0,120.0,Daemmmatte - Marderschaden - Wertminderung,False,False,Wertminderung,Marderschaden,2015035113,Fahrerhaus,Daemmmatte,None,2015035113-Beschädigung-5-43.jpg,Marten damage,Impairment,Cab,Dorm,None,./person/w4/image/2015035113-Beschädigung-5-43.jpg,./person/w4/data/annotation/2015035113-Beschädigung-5-43.xml
TUEV Sued,2016084764,3,2016084764-Beschaedigung_3:_Motorhaube:_Daemmmatte__-_Marderschaden_-_erneuern_50.jpg,Motorhaube,Daemmmatte,None,Marderschaden,erneuern,84.32,84.32,Daemmmatte - Marderschaden - erneuern,False,False,erneuern,Marderschaden,2016084764,Motorhaube,Daemmmatte,None,2016084764-Beschädigung-3-50.jpg,Marten damage,renew,Engine Hood,Dorm,None,./person/w4/image/2016084764-Beschädigung-3-50.jpg,./person/w4/data/annotation/2016084764-Beschädigung-3-50.xml
TUEV Sued,2020045708,3,2020045708-Beschaedigung_3:_Fahrzeugdach:_Antennenstab__-_Marderschaden_-_erneuern_36.jpg,Fahrzeugdach,Antennenstab,None,Marderschaden,erneuern,30.0,30.0,Antennenstab - Marderschaden - erneuern,False,False,erneuern,Marderschaden,2020045708,Fahrzeugdach,Antennenstab,None,2020045708-Beschädigung-3-36.jpg,Marten damage,renew,Vehicle roof,Antenna rod,None,./person/w4/image/2020045708-Beschädigung-3-36.jpg,./person/w4/data/annotation/2020045708-Beschädigung-3-36.xml
TUEV Sued,2015095709,4,2015095709-Beschaedigung_4:_Motor:_Motorabdeckung_oben_|_Blende____(Verkleidung_hinter_Motor)____-_Marderschaden_-_erneuern_42.jpg,Motor,Motorabdeckung oben / Blende,Verkleidung hinter Motor,Marderschaden,erneuern,86.0,86.0,Motorabdeckung oben / Blende (Verkleidung hinter Motor) - Marderschaden - erneuern,False,False,erneuern,Marderschaden,2015095709,Motor,Motorabdeckung oben / Blende,Verkleidung hinter Motor,2015095709-Beschädigung-4-42.jpg,Marten damage,renew,engine,Motor cover up / aperture,Fairing behind engine,./person/w4/image/2015095709-Beschädigung-4-42.jpg,./person/w4/data/annotation/2015095709-Beschädigung-4-42.xml
TUEV Sued,2015110261,4,2015110261-Beschaedigung_4:_Motorhaube:_Daemmmatte__-_Marderschaden_-_Diagnose_durchfuehren_44.jpg,Motorhaube,Daemmmatte,None,Marderschaden,Diagnose durchfuehren,250.0,250.0,Daemmmatte - Marderschaden - Diagnose durchfuehren,False,False,Diagnose durchfuehren,Marderschaden,2015110261,Motorhaube,Daemmmatte,None,2015110261-Beschädigung-4-44.jpg,Marten damage,Perform diagnosis,Engine Hood,Dorm,None,./person/w4/image/2015110261-Beschädigung-4-44.jpg,./person/w4/data/annotation/2015110261-Beschädigung-4-44.xml
TUEV Sued,2017074174,3,2017074174-Beschaedigung_3:_Motorhaube:_Daemmmatte__-_Marderschaden_-_erneuern_36.jpg,Motorhaube,Daemmmatte,None,Marderschaden,erneuern,65.96,65.96,Daemmmatte - Marderschaden - erneuern,False,False,erneuern,Marderschaden,2017074174,Motorhaube,Daemmmatte,None,2017074174-Beschädigung-3-36.jpg,Marten damage,renew,Engine Hood,Dorm,None,./person/w4/image/2017074174-Beschädigung-3-36.jpg,./person/w4/data/annotation/2017074174-Beschädigung-3-36.xml
TUEV Sued,2020264340,2,2020264340-Beschaedigung_2:_Motor:_Motorverkleidung_unten_vorn__-_Marderschaden_-_Wertminderung_35.jpg,Motor,Motorverkleidung unten vorn,None,Marderschaden,Wertminderung,200.0,90.0,Motorverkleidung unten vorn - Marderschaden - Wertminderung,False,False,Wertminderung,Marderschaden,2020264340,Motor,Motorverkleidung unten vorn,None,2020264340-Beschädigung-2-35.jpg,Marten damage,Impairment,engine,Engine trim at the front,None,./person/w4/image/2020264340-Beschädigung-2-35.jpg,./person/w4/data/annotation/2020264340-Beschädigung-2-35.xml
TUEV Sued,2020097938,1,2020097938-Beschaedigung_1:_Motorhaube:_Daemmmatte__-_Marderschaden_-_erneuern_35.jpg,Motorhaube,Daemmmatte,None,Marderschaden,erneuern,64.94,64.94,Daemmmatte - Marderschaden - erneuern,False,False,erneuern,Marderschaden,2020097938,Motorhaube,Daemmmatte,None,2020097938-Beschädigung-1-35.jpg,Marten damage,renew,Engine Hood,Dorm,None,./person/w4/image/2020097938-Beschädigung-1-35.jpg,./person/w4/data/annotation/2020097938-Beschädigung-1-35.xml
TUEV Sued,2014110137,4,2014110137-Beschaedigung_4:_Motorhaube:_Daemmmatte__-_Marderschaden_-_erneuern_29.jpg,Motorhaube,Daemmmatte,None,Marderschaden,erneuern,83.3,83.3,Daemmmatte - Marderschaden - erneuern,False,False,erneuern,Marderschaden,2014110137,Motorhaube,Daemmmatte,None,2014110137-Beschädigung-4-29.jpg,Marten damage,renew,Engine Hood,Dorm,None,./person/w4/image/2014110137-Beschädigung-4-29.jpg,./person/w4/data/annotation/2014110137-Beschädigung-4-29.xml
TUEV Sued,2016085836,1,2016085836-Beschaedigung_1:_Fahrzeugdach:_Antennenstab__-_Marderschaden_-_erneuern_41.jpg,Fahrzeugdach,Antennenstab,None,Marderschaden,erneuern,30.0,30.0,Antennenstab - Marderschaden - erneuern,False,False,erneuern,Marderschaden,2016085836,Fahrzeugdach,Antennenstab,None,2016085836-Beschädigung-1-41.jpg,Marten damage,renew,Vehicle roof,Antenna rod,None,./person/w4/image/2016085836-Beschädigung-1-41.jpg,./person/w4/data/annotation/2016085836-Beschädigung-1-41.xml
TUEV Sued,2017074799,1,2017074799-Beschaedigung_1:_Fahrzeugdach:_Antennenstab__-_Marderschaden_-_erneuern_37.jpg,Fahrzeugdach,Antennenstab,None,Marderschaden,erneuern,30.0,30.0,Antennenstab - Marderschaden - erneuern,False,False,erneuern,Marderschaden,2017074799,Fahrzeugdach,Antennenstab,None,2017074799-Beschädigung-1-37.jpg,Marten damage,renew,Vehicle roof,Antenna rod,None,./person/w4/image/2017074799-Beschädigung-1-37.jpg,./person/w4/data/annotation/2017074799-Beschädigung-1-37.xml
TUEV Sued,2018069330,1,2018069330-Beschaedigung_1:_Fahrzeugdach:_Antennenstab__-_Marderschaden_-_erneuern_28.jpg,Fahrzeugdach,Antennenstab,None,Marderschaden,erneuern,30.0,30.0,Antennenstab - Marderschaden - erneuern,False,False,erneuern,Marderschaden,2018069330,Fahrzeugdach,Antennenstab,None,2018069330-Beschädigung-1-28.jpg,Marten damage,renew,Vehicle roof,Antenna rod,None,./person/w4/image/2018069330-Beschädigung-1-28.jpg,./person/w4/data/annotation/2018069330-Beschädigung-1-28.xml
TUEV Sued,2018077388,2,2018077388-Beschaedigung_2:_Fahrzeugdach:_Antennenstab__-_Marderschaden_-_erneuern_32.jpg,Fahrzeugdach,Antennenstab,None,Marderschaden,erneuern,30.0,30.0,Antennenstab - Marderschaden - erneuern,False,False,erneuern,Marderschaden,2018077388,Fahrzeugdach,Antennenstab,None,2018077388-Beschädigung-2-32.jpg,Marten damage,renew,Vehicle roof,Antenna rod,None,./person/w4/image/2018077388-Beschädigung-2-32.jpg,./person/w4/data/annotation/2018077388-Beschädigung-2-32.xml
TUEV Sued,2016067796,1,2016067796-Beschaedigung_1:_Fahrzeugdach:_Antennenstab__-_Marderschaden_-_erneuern_38.jpg,Fahrzeugdach,Antennenstab,None,Marderschaden,erneuern,30.0,30.0,Antennenstab - Marderschaden - erneuern,False,False,erneuern,Marderschaden,2016067796,Fahrzeugdach,Antennenstab,None,2016067796-Beschädigung-1-38.jpg,Marten damage,renew,Vehicle roof,Antenna rod,None,./person/w4/image/2016067796-Beschädigung-1-38.jpg,./person/w4/data/annotation/2016067796-Beschädigung-1-38.xml
TUEV Sued,2018205586,5,2018205586-Beschaedigung_5:_Fahrerhaus:_Daemmmatte__-_Marderschaden_-_erneuern_41.jpg,Fahrerhaus,Daemmmatte,None,Marderschaden,erneuern,140.0,140.0,Daemmmatte - Marderschaden - erneuern,False,False,erneuern,Marderschaden,2018205586,Fahrerhaus,Daemmmatte,None,2018205586-Beschädigung-5-41.jpg,Marten damage,renew,Cab,Dorm,None,./person/w4/image/2018205586-Beschädigung-5-41.jpg,./person/w4/data/annotation/2018205586-Beschädigung-5-41.xml
