Gutachter,Akten-ID,Damage-ID,Image,Location,Specific Location,Detailed Location,Damage,Repair Action,Cost,Undervalue,Description,status,dirty,action,damage,uid,part,part_p1,part_p2,bildname,damage_en,action_en,part_en,part_p1_en,part_p2_en,img_file_path,ann_file_path
TUEV Sued,2018131070,4,2018131070-Beschaedigung_4:_Schweller_rechts:_Einstieg__-_Kratzer_-_Smart_Repair_29.jpg,Schweller rechts,Einstieg,None,Kratzer,Smart Repair,120.0,120.0,Einstieg - Kratzer - Smart Repair,False,False,Smart Repair,Kratzer,2018131070,Schweller rechts,Einstieg,None,2018131070-Beschädigung-4-29.jpg,scratch,Smart Repair,Slighter right,Started,None,./person/w4/image/2018131070-Beschädigung-4-29.jpg,./person/w4/data/annotation/2018131070-Beschädigung-4-29.xml
TUEV Sued,2020104801,7,2020104801-Beschaedigung_7:_Tuer_vorn_links:_Tuer____(Korrosion)____-_Kratzer_-_instandsetzen_und_lackieren_38.jpg,Tuer vorn links,Tuer,Korrosion,Kratzer,instandsetzen und lackieren,323.45,152.57,Tuer (Korrosion) - Kratzer - instandsetzen und lackieren,False,False,instandsetzen und lackieren,Kratzer,2020104801,Tuer vorn links,Tuer,Korrosion,2020104801-Beschädigung-7-38.jpg,scratch,Repair and paint,Tower left,Door,corrosion,./person/w4/image/2020104801-Beschädigung-7-38.jpg,./person/w4/data/annotation/2020104801-Beschädigung-7-38.xml
TUEV Sued,2018159806,3,2018159806-Beschaedigung_3:_Stossfaenger_vorn:_Stossfaenger_vorn____(Waschduesenblende_inst.)____-_Kratzer_-_Smart_Repair_44.jpg,Stossfaenger vorn,Stossfaenger vorn,Waschduesenblende inst.,Kratzer,Smart Repair,120.0,120.0,Stossfaenger vorn (Waschduesenblende inst.) - Kratzer - Smart Repair,False,False,Smart Repair,Kratzer,2018159806,Stossfaenger vorn,Stossfaenger vorn,Waschduesenblende inst.,2018159806-Beschädigung-3-44.jpg,scratch,Smart Repair,Shearful front,Shearful front,Washing blend ins first.,./person/w4/image/2018159806-Beschädigung-3-44.jpg,./person/w4/data/annotation/2018159806-Beschädigung-3-44.xml
TUEV Sued,2020040838,2,2020040838-Beschaedigung_2:_Seitenwand_rechts:_Einstieg__-_Kratzer_-_lackieren_25.jpg,Seitenwand rechts,Einstieg,None,Kratzer,lackieren,189.12,189.12,Einstieg - Kratzer - lackieren,False,False,lackieren,Kratzer,2020040838,Seitenwand rechts,Einstieg,None,2020040838-Beschädigung-2-25.jpg,scratch,paint,sidewall right,Started,None,./person/w4/image/2020040838-Beschädigung-2-25.jpg,./person/w4/data/annotation/2020040838-Beschädigung-2-25.xml
TUEV Sued,2020076828,15,2020076828-Beschaedigung_15:_Seitenwand_rechts:_Seitenwand__-_Kratzer_-_lackieren_56.jpg,Seitenwand rechts,Seitenwand,None,Kratzer,lackieren,359.05,187.01,Seitenwand - Kratzer - lackieren,False,False,lackieren,Kratzer,2020076828,Seitenwand rechts,Seitenwand,None,2020076828-Beschädigung-15-56.jpg,scratch,paint,sidewall right,Side wall,None,./person/w4/image/2020076828-Beschädigung-15-56.jpg,./person/w4/data/annotation/2020076828-Beschädigung-15-56.xml
TUEV Sued,2020170608,2,2020170608-Beschaedigung_2:_Stossfaenger_hinten:_Stossfaenger_hinten__-_Kratzer_-_Smart_Repair_25.jpg,Stossfaenger hinten,Stossfaenger hinten,None,Kratzer,Smart Repair,120.0,120.0,Stossfaenger hinten - Kratzer - Smart Repair,False,False,Smart Repair,Kratzer,2020170608,Stossfaenger hinten,Stossfaenger hinten,None,2020170608-Beschädigung-2-25.jpg,scratch,Smart Repair,Rear bumper,Rear bumper,None,./person/w4/image/2020170608-Beschädigung-2-25.jpg,./person/w4/data/annotation/2020170608-Beschädigung-2-25.xml
TUEV Sued,2020144431,1,2020144431-Beschaedigung_1:_Kraftstoffanlage:_Tankdeckel____(polieren)____-_Kratzer_-_aufbereiten_22.jpg,Kraftstoffanlage,Tankdeckel,polieren,Kratzer,aufbereiten,15.0,15.0,Tankdeckel (polieren) - Kratzer - aufbereiten,False,False,aufbereiten,Kratzer,2020144431,Kraftstoffanlage,Tankdeckel,polieren,2020144431-Beschädigung-1-22.jpg,scratch,processing,Fuel system,Tank cap,polishing,./person/w4/image/2020144431-Beschädigung-1-22.jpg,./person/w4/data/annotation/2020144431-Beschädigung-1-22.xml
TUEV Sued,2019020931,1,2019020931-Beschaedigung_1:_Außenspiegel_rechts:_Abdeckkappe__-_Kratzer_-_lackieren_42.jpg,Außenspiegel rechts,Abdeckkappe,None,Kratzer,lackieren,61.75,50.0,Abdeckkappe - Kratzer - lackieren,False,False,lackieren,Kratzer,2019020931,Außenspiegel rechts,Abdeckkappe,None,2019020931-Beschädigung-1-42.jpg,scratch,paint,Exterior mirror right,Cap,None,./person/w4/image/2019020931-Beschädigung-1-42.jpg,./person/w4/data/annotation/2019020931-Beschädigung-1-42.xml
TUEV Sued,2019151584,4,2019151584-Beschaedigung_4:_Tuer_hinten_links:_Tuer__-_Kratzer_-_lackieren_29.jpg,Tuer hinten links,Tuer,None,Kratzer,lackieren,492.81,492.54,Tuer - Kratzer - lackieren,False,False,lackieren,Kratzer,2019151584,Tuer hinten links,Tuer,None,2019151584-Beschädigung-4-29.jpg,scratch,paint,Door in the back left,Door,None,./person/w4/image/2019151584-Beschädigung-4-29.jpg,./person/w4/data/annotation/2019151584-Beschädigung-4-29.xml
TUEV Sued,2019096399,1,2019096399-Beschaedigung_1:_Seitenwand_rechts:_Einstieg__-_Kratzer_-_Smart_Repair_25.jpg,Seitenwand rechts,Einstieg,None,Kratzer,Smart Repair,120.0,120.0,Einstieg - Kratzer - Smart Repair,False,False,Smart Repair,Kratzer,2019096399,Seitenwand rechts,Einstieg,None,2019096399-Beschädigung-1-25.jpg,scratch,Smart Repair,sidewall right,Started,None,./person/w4/image/2019096399-Beschädigung-1-25.jpg,./person/w4/data/annotation/2019096399-Beschädigung-1-25.xml
