Unnamed: 0|uid|bildname|mbv|color|damage|action|part|cost|damage_en|action_en|part_en|part_p1|part_p2|img_file_path|part_p1_en|part_p2_en|dirty|status|ann_file_path
193768|d4b69f59-dce1-450d-a522-2f719779e9a8|grp_Beschädigung-10_num_39_id_168493490.jpg|3G|8E|gebrochen / gerissen|erneuern|verglasung - frontscheibe|876.86|broken-torn|renew| glazing - windshield|verglasung|frontscheibe|./person/person_3/data/img/grp_Beschädigung-10_num_39_id_168493490.jpg|glazing|windshield|False|False|./person/person_3/data/annotation/grp_Beschädigung-10_num_39_id_168493490.xml
213800|884a311d-5bb2-413b-bd63-db4802c5094d|grp_Beschädigung-4_num_45_id_168065866.jpg|7N|8E|gebrochen / gerissen|erneuern|blinkleuchte - spiegel links|49.98|broken-torn|renew| flashing light - mirror left|blinkleuchte|spiegel links|./person/person_3/data/img/grp_Beschädigung-4_num_45_id_168065866.jpg|flashing light|mirror left|False|False|./person/person_3/data/annotation/grp_Beschädigung-4_num_45_id_168065866.xml
48435|fa44630c-006a-4057-a79d-877b70684897|grp_Beschädigung-4_num_29_id_158016617.jpg|4G|A2|gebrochen / gerissen|erneuern|rad/reifen - reifen hinten rechts|240.0|broken-torn|renew| wheel / tyre - tire behind right|rad/reifen|reifen hinten rechts|./person/person_3/data/img/grp_Beschädigung-4_num_29_id_158016617.jpg|wheel / tyre|tire behind right|False|False|./person/person_3/data/annotation/grp_Beschädigung-4_num_29_id_158016617.xml
2724|a8d89657-0e50-494c-9365-37bb4329f9d4|grp_Beschädigung-3_num_19_id_137562700.jpg|NH|2Y|gebrochen / gerissen|erneuern|stossfänger vorn - spoiler|77.52|broken-torn|renew| bumper front - spoiler|stossfänger vorn|spoiler|./person/person_3/data/img/grp_Beschädigung-3_num_19_id_137562700.jpg|bumper front|spoiler|False|False|./person/person_3/data/annotation/grp_Beschädigung-3_num_19_id_137562700.xml
190956|189e058b-d567-4cfe-9463-83ec98353387|grp_Beschädigung-5_num_22_id_142516834.jpg|3G|Z2|gebrochen / gerissen|erneuern|verglasung - frontscheibe|876.86|broken-torn|renew| glazing - windshield|verglasung|frontscheibe|./person/person_3/data/img/grp_Beschädigung-5_num_22_id_142516834.jpg|glazing|windshield|False|False|./person/person_3/data/annotation/grp_Beschädigung-5_num_22_id_142516834.xml
151324|6f8f4f39-fbaa-428b-a984-684f365cb8a2|grp_Beschädigung-5_num_40_id_136424604.jpg|36|2T|gebrochen / gerissen|erneuern|kotflügel rechts - innenkotflügel|96.9|broken-torn|renew| fender right - inside wing|kotflügel rechts|innenkotflügel|./person/person_3/data/img/grp_Beschädigung-5_num_40_id_136424604.jpg|fender right|inside wing|False|False|./person/person_3/data/annotation/grp_Beschädigung-5_num_40_id_136424604.xml
144540|fa8e7a3b-6cb5-4420-b174-505ecc0a4ff7|grp_Beschädigung-2_num_36_id_152477645.jpg|AJ|8E|gebrochen / gerissen|erneuern|verkleidungen/abdeckungen - fußmatten|60.0|broken-torn|renew| / Covers coverings - foot mats|verkleidungen/abdeckungen|fußmatten|./person/person_3/data/img/grp_Beschädigung-2_num_36_id_152477645.jpg|/ Covers coverings|foot mats|False|False|./person/person_3/data/annotation/grp_Beschädigung-2_num_36_id_152477645.xml
110365|26d46fc8-9668-4113-b7cf-5b4cd01306d3|grp_Beschädigung-7_num_44_id_123097045.jpg|1T|8E|gebrochen / gerissen|erneuern|außenspiegel rechts - außenspiegel|315.38|broken-torn|renew| outside mirror right - outside mirror|außenspiegel rechts|außenspiegel|./person/person_3/data/img/grp_Beschädigung-7_num_44_id_123097045.jpg|outside mirror right|outside mirror|False|False|./person/person_3/data/annotation/grp_Beschädigung-7_num_44_id_123097045.xml
37415|680ed500-1e90-4121-8ac7-7aaf773d548d|grp_Beschädigung-19_num_65_id_140118181.jpg|4F|L8|gebrochen / gerissen|erneuern|verkleidungen/abdeckungen - laderaumverkleidung rechts|420.0|broken-torn|renew| / Covers coverings - stow disguise right|verkleidungen/abdeckungen|laderaumverkleidung rechts|./person/person_3/data/img/grp_Beschädigung-19_num_65_id_140118181.jpg|/ Covers coverings|stow disguise right|False|False|./person/person_3/data/annotation/grp_Beschädigung-19_num_65_id_140118181.xml
153680|11a71af3-8638-4a69-a915-ef36c79c85bb|grp_Beschädigung-3_num_31_id_155421178.jpg|36|Z2|gebrochen / gerissen|erneuern|stossfänger hinten - schutzleiste rechts|104.72|broken-torn|renew| bumper behind - protection strip right|stossfänger hinten|schutzleiste rechts|./person/person_3/data/img/grp_Beschädigung-3_num_31_id_155421178.jpg|bumper behind|protection strip right|False|False|./person/person_3/data/annotation/grp_Beschädigung-3_num_31_id_155421178.xml
