Unnamed: 0|uid|bildname|mbv|color|damage|action|part|cost|damage_en|action_en|part_en|part_p1|part_p2|img_file_path|part_p1_en|part_p2_en|dirty|status|ann_file_path
102124|dc8985b3-25b9-4934-ada8-52a74153fdd2|grp_Beschädigung-12_num_49_id_136928404.jpg|7H|T7|verformt|instandsetzen und lackieren|seitenwand rechts - seitenwand|900.0|deformed|repair and paint| Side wall right - Side wall|seitenwand rechts|seitenwand|./person/person_4/data/img/grp_Beschädigung-12_num_49_id_136928404.jpg|Side wall right|Side wall|False|False|./person/person_4/data/annotation/grp_Beschädigung-12_num_49_id_136928404.xml
57439|e144579e-21fc-4039-87a7-658d4715071b|grp_Beschädigung-21_num_79_id_154848042.jpg|8K|A2|verformt|erneuern|tür hinten rechts - tür|914.76|deformed|renew| door behind right - door|tür hinten rechts|tür|./person/person_4/data/img/grp_Beschädigung-21_num_79_id_154848042.jpg|door behind right|door|False|False|./person/person_4/data/annotation/grp_Beschädigung-21_num_79_id_154848042.xml
32784|ef3d6b55-c3e6-4663-887c-7788ca444aec|grp_Beschädigung-17_num_54_id_168695208.jpg|71|2T|verformt|instandsetzen und lackieren|schweller links - einstieg|551.33|deformed|repair and paint| sill left - Started|schweller links|einstieg|./person/person_4/data/img/grp_Beschädigung-17_num_54_id_168695208.jpg|sill left|Started|False|False|./person/person_4/data/annotation/grp_Beschädigung-17_num_54_id_168695208.xml
226757|876b736f-0546-41d2-aaed-f4a43d8979ca|grp_Beschädigung-10_num_47_id_132560643.jpg|12|B4|verformt|instandsetzen und lackieren|seitenwand rechts - seitenwand|443.83|deformed|repair and paint| Side wall right - Side wall|seitenwand rechts|seitenwand|./person/person_4/data/img/grp_Beschädigung-10_num_47_id_132560643.jpg|Side wall right|Side wall|False|False|./person/person_4/data/annotation/grp_Beschädigung-10_num_47_id_132560643.xml
109925|97499df6-fdb7-4f0e-b205-d8969fe83eb5|grp_Beschädigung-19_num_70_id_143931948.jpg|1T|7B|verformt|instandsetzen und lackieren|schweller links - schweller|418.45|deformed|repair and paint| sill left - sill|schweller links|schweller|./person/person_4/data/img/grp_Beschädigung-19_num_70_id_143931948.jpg|sill left|sill|False|False|./person/person_4/data/annotation/grp_Beschädigung-19_num_70_id_143931948.xml
90248|ee9b54d0-4b93-41c2-abb4-43ed2073a0a5|grp_Beschädigung-14_num_55_id_138583080.jpg|2C|J2|verformt|instandsetzen und lackieren|seitenwand rechts - seitenwand|680.0|deformed|repair and paint| Side wall right - Side wall|seitenwand rechts|seitenwand|./person/person_4/data/img/grp_Beschädigung-14_num_55_id_138583080.jpg|Side wall right|Side wall|False|False|./person/person_4/data/annotation/grp_Beschädigung-14_num_55_id_138583080.xml
117097|f2aaa222-d5f0-432d-8d7f-55ff74a33d81|grp_Beschädigung-6_num_31_id_156710138.jpg|1T|4Q|verformt|instandsetzen und lackieren|schweller links - schweller|396.1|deformed|repair and paint| sill left - sill|schweller links|schweller|./person/person_4/data/img/grp_Beschädigung-6_num_31_id_156710138.jpg|sill left|sill|False|False|./person/person_4/data/annotation/grp_Beschädigung-6_num_31_id_156710138.xml
244517|c3a46c45-c2e5-4185-9eb6-01e9684405f7|grp_Beschädigung-6_num_45_id_134669335.jpg|BA|2T|verformt|instandsetzen und lackieren|tür vorn links - tür|530.35|deformed|repair and paint| door front left - door|tür vorn links|tür|./person/person_4/data/img/grp_Beschädigung-6_num_45_id_134669335.jpg|door front left|door|False|False|./person/person_4/data/annotation/grp_Beschädigung-6_num_45_id_134669335.xml
235053|78eb89f6-2bbc-49c7-a5b8-15afb2f0f00d|grp_Beschädigung-9_num_32_id_126978302.jpg|5G|2T|verformt|instandsetzen und lackieren|schweller rechts - schweller|380.0|deformed|repair and paint| sill right - sill|schweller rechts|schweller|./person/person_4/data/img/grp_Beschädigung-9_num_32_id_126978302.jpg|sill right|sill|False|False|./person/person_4/data/annotation/grp_Beschädigung-9_num_32_id_126978302.xml
241730|27b98215-08bc-4a62-9ca5-5f816a53631e|grp_Beschädigung-11_num_62_id_151376969.jpg|BA|A1|verformt|instandsetzen und lackieren|schweller links - schweller|251.0|deformed|repair and paint| sill left - sill|schweller links|schweller|./person/person_4/data/img/grp_Beschädigung-11_num_62_id_151376969.jpg|sill left|sill|False|False|./person/person_4/data/annotation/grp_Beschädigung-11_num_62_id_151376969.xml
