Unnamed: 0|uid|bildname|mbv|color|damage|action|part|cost|damage_en|action_en|part_en|part_p1|part_p2|img_file_path|part_p1_en|part_p2_en|dirty|status|ann_file_path
68521|7606da57-80de-4a40-8702-a0a0c6abdd29|grp_Beschädigung-18_num_62_id_131127710.jpg|8T|0E|steinschlag|erneuern|verglasung - frontscheibe|577.66|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_2/data/img/grp_Beschädigung-18_num_62_id_131127710.jpg|glazing|windshield|False|False|./person/person_2/data/annotation/grp_Beschädigung-18_num_62_id_131127710.xml
250202|297e82e1-2b94-4264-ae93-e7e3ea7176e1|grp_Beschädigung-9_num_59_id_153652232.jpg|BA|2T|steinschlag|instandsetzen und lackieren|fahrzeugdach - dach|543.84|stone_fall|repair and paint| vehicle roof - top|fahrzeugdach|dach|./person/person_2/data/img/grp_Beschädigung-9_num_59_id_153652232.jpg|vehicle roof|top|False|False|./person/person_2/data/annotation/grp_Beschädigung-9_num_59_id_153652232.xml
237702|d2c373b0-ff4d-4eac-bb41-621259d8ca29|grp_Beschädigung-9_num_39_id_137925998.jpg|5G|Z1|steinschlag|erneuern|verglasung - frontscheibe|718.08|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_2/data/img/grp_Beschädigung-9_num_39_id_137925998.jpg|glazing|windshield|False|False|./person/person_2/data/annotation/grp_Beschädigung-9_num_39_id_137925998.xml
187887|c62bf079-738e-4370-8d16-6b0c97026b98|grp_Beschädigung-19_num_68_id_165120988.jpg|3G|5P|steinschlag|erneuern|verglasung - frontscheibe|876.86|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_2/data/img/grp_Beschädigung-19_num_68_id_165120988.jpg|glazing|windshield|False|False|./person/person_2/data/annotation/grp_Beschädigung-19_num_68_id_165120988.xml
268160|20dbd6b1-436a-40f2-b5d4-01b1a2313b71|grp_Beschädigung-2_num_26_id_144996620.jpg|5G|2T|steinschlag|auslegen / polieren|fahrzeugdach - dach|30.0|stone_fall|lay out / polish| vehicle roof - top|fahrzeugdach|dach|./person/person_2/data/img/grp_Beschädigung-2_num_26_id_144996620.jpg|vehicle roof|top|False|False|./person/person_2/data/annotation/grp_Beschädigung-2_num_26_id_144996620.xml
195712|9dad04cf-2932-4fd4-8073-f90a441ccedf|grp_Beschädigung-4_num_35_id_148847194.jpg|3G|8E|steinschlag|erneuern|verglasung - frontscheibe|876.86|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_2/data/img/grp_Beschädigung-4_num_35_id_148847194.jpg|glazing|windshield|False|False|./person/person_2/data/annotation/grp_Beschädigung-4_num_35_id_148847194.xml
204462|fa7e451d-a1c1-4684-8d2c-bf76bbde9f2f|grp_Beschädigung-8_num_22_id_125422242.jpg|6R|B4|steinschlag|erneuern|verglasung - frontscheibe|472.6|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_2/data/img/grp_Beschädigung-8_num_22_id_125422242.jpg|glazing|windshield|False|False|./person/person_2/data/annotation/grp_Beschädigung-8_num_22_id_125422242.xml
117858|97c0a0a2-0c11-4565-976d-8de12de8dc0f|grp_Beschädigung-11_num_49_id_128737020.jpg|1T|Z2|steinschlag|erneuern|verglasung - frontscheibe|500.0|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_2/data/img/grp_Beschädigung-11_num_49_id_128737020.jpg|glazing|windshield|False|False|./person/person_2/data/annotation/grp_Beschädigung-11_num_49_id_128737020.xml
7349|c34efadf-5320-48bf-a69a-ecf39a0c270c|grp_Beschädigung-8_num_26_id_124358298.jpg|5E|F6|steinschlag|erneuern|verglasung - frontscheibe|550.0|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_2/data/img/grp_Beschädigung-8_num_26_id_124358298.jpg|glazing|windshield|False|False|./person/person_2/data/annotation/grp_Beschädigung-8_num_26_id_124358298.xml
1055|a8bab819-2031-41f3-b0e9-e51dcfcacfdc|grp_Beschädigung-12_num_62_id_162348038.jpg|5E|1Z|steinschlag|erneuern|verglasung - frontscheibe|750.0|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_2/data/img/grp_Beschädigung-12_num_62_id_162348038.jpg|glazing|windshield|False|False|./person/person_2/data/annotation/grp_Beschädigung-12_num_62_id_162348038.xml
2623|11c24533-2bc7-4e6a-a69f-ca0ae5e5457f|grp_Beschädigung-3_num_30_id_164801253.jpg|NH|F6|steinschlag|smart repair|fahrzeugdach - dachholm rechts|90.0|stone_fall|smart repair| vehicle roof - roof spar right|fahrzeugdach|dachholm rechts|./person/person_2/data/img/grp_Beschädigung-3_num_30_id_164801253.jpg|vehicle roof|roof spar right|False|False|./person/person_2/data/annotation/grp_Beschädigung-3_num_30_id_164801253.xml
92153|4fb82b30-2c02-4af5-b564-6da456be29dd|grp_Beschädigung-2_num_21_id_154260266.jpg|SA|B4|steinschlag|auslegen / polieren|fahrzeugdach - dach|40.0|stone_fall|lay out / polish| vehicle roof - top|fahrzeugdach|dach|./person/person_2/data/img/grp_Beschädigung-2_num_21_id_154260266.jpg|vehicle roof|top|False|False|./person/person_2/data/annotation/grp_Beschädigung-2_num_21_id_154260266.xml
83052|53c63e0d-a539-432d-955a-8b54a614c794|grp_Beschädigung-11_num_41_id_148235743.jpg|2E|B4|steinschlag|erneuern|verglasung - frontscheibe|624.58|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_2/data/img/grp_Beschädigung-11_num_41_id_148235743.jpg|glazing|windshield|False|False|./person/person_2/data/annotation/grp_Beschädigung-11_num_41_id_148235743.xml
169765|30bb41bd-4511-47e2-86d5-778c572bd460|grp_Beschädigung-10_num_34_id_136636810.jpg|36|Z2|steinschlag|erneuern|verglasung - frontscheibe|629.0|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_2/data/img/grp_Beschädigung-10_num_34_id_136636810.jpg|glazing|windshield|False|False|./person/person_2/data/annotation/grp_Beschädigung-10_num_34_id_136636810.xml
106927|7a9cdb11-d641-429e-9084-eb8ee8605d37|grp_Beschädigung-13_num_63_id_135442602.jpg|1T|8E|steinschlag|erneuern|verglasung - frontscheibe|796.96|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_2/data/img/grp_Beschädigung-13_num_63_id_135442602.jpg|glazing|windshield|False|False|./person/person_2/data/annotation/grp_Beschädigung-13_num_63_id_135442602.xml
233692|14dabc9b-7d6e-48f7-8ca3-ed47b9402f36|grp_Beschädigung-2_num_33_id_131701600.jpg|5G|8E|steinschlag|erneuern|verglasung - frontscheibe|561.68|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_2/data/img/grp_Beschädigung-2_num_33_id_131701600.jpg|glazing|windshield|False|False|./person/person_2/data/annotation/grp_Beschädigung-2_num_33_id_131701600.xml
72681|f325c623-3d78-410a-8ce5-b40a256d9dc2|grp_Beschädigung-9_num_39_id_158685109.jpg|8V|0E|steinschlag|erneuern|verglasung - frontscheibe|532.78|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_2/data/img/grp_Beschädigung-9_num_39_id_158685109.jpg|glazing|windshield|False|False|./person/person_2/data/annotation/grp_Beschädigung-9_num_39_id_158685109.xml
912|29e695da-7a4e-4fc8-afa7-3e711e33edbb|grp_Beschädigung-8_num_31_id_130505395.jpg|5E|9P|steinschlag|erneuern|verglasung - frontscheibe|532.44|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_2/data/img/grp_Beschädigung-8_num_31_id_130505395.jpg|glazing|windshield|False|False|./person/person_2/data/annotation/grp_Beschädigung-8_num_31_id_130505395.xml
137523|e958672f-78ec-4a58-ae01-4e26d6d92262|grp_Beschädigung-7_num_27_id_123662740.jpg|16|2R|steinschlag|erneuern|verglasung - frontscheibe|580.0|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_2/data/img/grp_Beschädigung-7_num_27_id_123662740.jpg|glazing|windshield|False|False|./person/person_2/data/annotation/grp_Beschädigung-7_num_27_id_123662740.xml
18677|15b1d504-a9bb-4d3c-98ec-a1f8b0f8a860|grp_Beschädigung-5_num_36_id_136165930.jpg|5E|9P|steinschlag|erneuern|verglasung - frontscheibe|592.61|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_2/data/img/grp_Beschädigung-5_num_36_id_136165930.jpg|glazing|windshield|False|False|./person/person_2/data/annotation/grp_Beschädigung-5_num_36_id_136165930.xml
192062|f24da9c7-5c1f-40cf-a35c-07c473e0bc80|grp_Beschädigung-2_num_22_id_152248876.jpg|3G|Z2|steinschlag|wertminderung|verglasung - frontscheibe|100.0|stone_fall|impairment| glazing - windshield|verglasung|frontscheibe|./person/person_2/data/img/grp_Beschädigung-2_num_22_id_152248876.jpg|glazing|windshield|False|False|./person/person_2/data/annotation/grp_Beschädigung-2_num_22_id_152248876.xml
125474|ee58720b-525d-42fc-93f8-cd082ecc1d0a|grp_Beschädigung-8_num_52_id_120873159.jpg|5N|2W|steinschlag|erneuern|verglasung - frontscheibe|584.8|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_2/data/img/grp_Beschädigung-8_num_52_id_120873159.jpg|glazing|windshield|False|False|./person/person_2/data/annotation/grp_Beschädigung-8_num_52_id_120873159.xml
186484|96b55450-8917-4f6c-900d-9e06bc79b8bf|grp_Beschädigung-4_num_37_id_138568924.jpg|3G|2T|steinschlag|erneuern|verglasung - frontscheibe|820.0|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_2/data/img/grp_Beschädigung-4_num_37_id_138568924.jpg|glazing|windshield|False|False|./person/person_2/data/annotation/grp_Beschädigung-4_num_37_id_138568924.xml
257678|d38cb2e4-b637-4637-8782-2eb8c051a475|grp_Beschädigung-9_num_30_id_133241712.jpg|BA|2T|steinschlag|erneuern|verglasung - frontscheibe|635.0|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_2/data/img/grp_Beschädigung-9_num_30_id_133241712.jpg|glazing|windshield|False|False|./person/person_2/data/annotation/grp_Beschädigung-9_num_30_id_133241712.xml
212790|470bf0a9-b1d7-4ed6-b7db-d377e22413c6|grp_Beschädigung-8_num_53_id_157741804.jpg|7N|5K|steinschlag|instandsetzen und lackieren|fahrzeugdach - dach|907.02|stone_fall|repair and paint| vehicle roof - top|fahrzeugdach|dach|./person/person_2/data/img/grp_Beschädigung-8_num_53_id_157741804.jpg|vehicle roof|top|False|False|./person/person_2/data/annotation/grp_Beschädigung-8_num_53_id_157741804.xml
178957|85377b2d-783c-4d09-b2bd-fd5b9c720756|grp_Beschädigung-4_num_56_id_157368570.jpg|36|P0|steinschlag|smart repair|fahrzeugdach - dach|120.0|stone_fall|smart repair| vehicle roof - top|fahrzeugdach|dach|./person/person_2/data/img/grp_Beschädigung-4_num_56_id_157368570.jpg|vehicle roof|top|False|False|./person/person_2/data/annotation/grp_Beschädigung-4_num_56_id_157368570.xml
101528|32ede608-4d1a-4738-827e-7d7c548993a9|grp_Beschädigung-6_num_33_id_145600659.jpg|SA|8E|steinschlag|erneuern|verglasung - frontscheibe|522.58|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_2/data/img/grp_Beschädigung-6_num_33_id_145600659.jpg|glazing|windshield|False|False|./person/person_2/data/annotation/grp_Beschädigung-6_num_33_id_145600659.xml
6763|4f6305cd-26d1-48f4-a719-992c48e56119|grp_Beschädigung-5_num_19_id_124714794.jpg|3T|0F|steinschlag|erneuern|verglasung - frontscheibe|799.34|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_2/data/img/grp_Beschädigung-5_num_19_id_124714794.jpg|glazing|windshield|False|False|./person/person_2/data/annotation/grp_Beschädigung-5_num_19_id_124714794.xml
190019|9500ce95-8ef5-4b68-a3c3-87556739ca23|grp_Beschädigung-1_num_18_id_146531773.jpg|3G|8E|steinschlag|auslegen / polieren|fahrzeugdach - dachholm links|30.0|stone_fall|lay out / polish| vehicle roof - roof spar left|fahrzeugdach|dachholm links|./person/person_2/data/img/grp_Beschädigung-1_num_18_id_146531773.jpg|vehicle roof|roof spar left|False|False|./person/person_2/data/annotation/grp_Beschädigung-1_num_18_id_146531773.xml
189564|8bcd5a7d-41a7-41fe-a252-e8b4f432fa55|grp_Beschädigung-6_num_42_id_132000976.jpg|3G|8E|steinschlag|erneuern|verglasung - frontscheibe|876.86|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_2/data/img/grp_Beschädigung-6_num_42_id_132000976.jpg|glazing|windshield|False|False|./person/person_2/data/annotation/grp_Beschädigung-6_num_42_id_132000976.xml
46595|28f26e4b-fd49-4b25-b2be-48e70b47ef81|grp_Beschädigung-6_num_31_id_138196536.jpg|4G|6Y|steinschlag|erneuern|verglasung - frontscheibe|944.86|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_2/data/img/grp_Beschädigung-6_num_31_id_138196536.jpg|glazing|windshield|False|False|./person/person_2/data/annotation/grp_Beschädigung-6_num_31_id_138196536.xml
183597|23c144f1-73ed-42ad-8467-189fd65c43fd|grp_Beschädigung-5_num_37_id_125754639.jpg|36|Z2|steinschlag|smart repair|fahrzeugdach - dach|149.0|stone_fall|smart repair| vehicle roof - top|fahrzeugdach|dach|./person/person_2/data/img/grp_Beschädigung-5_num_37_id_125754639.jpg|vehicle roof|top|False|False|./person/person_2/data/annotation/grp_Beschädigung-5_num_37_id_125754639.xml
25388|33d8f9f7-a06f-4ea4-b769-f23e0dd326bf|grp_Beschädigung-7_num_22_id_128461119.jpg|5F|2Y|steinschlag|erneuern|verglasung - frontscheibe|420.24|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_2/data/img/grp_Beschädigung-7_num_22_id_128461119.jpg|glazing|windshield|False|False|./person/person_2/data/annotation/grp_Beschädigung-7_num_22_id_128461119.xml
158838|2e680b9d-b1b4-4457-95c0-470bcb4759f4|grp_Beschädigung-10_num_57_id_155968517.jpg|36|2T|steinschlag|erneuern|verglasung - frontscheibe|629.0|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_2/data/img/grp_Beschädigung-10_num_57_id_155968517.jpg|glazing|windshield|False|False|./person/person_2/data/annotation/grp_Beschädigung-10_num_57_id_155968517.xml
160142|6a9078d9-268c-4a24-8197-58623202f169|grp_Beschädigung-4_num_40_id_157232008.jpg|36|8E|steinschlag|smart repair|verglasung - frontscheibe|240.0|stone_fall|smart repair| glazing - windshield|verglasung|frontscheibe|./person/person_2/data/img/grp_Beschädigung-4_num_40_id_157232008.jpg|glazing|windshield|False|False|./person/person_2/data/annotation/grp_Beschädigung-4_num_40_id_157232008.xml
259932|717083b1-ac4d-4873-b7c3-3369454ed07b|grp_Beschädigung-11_num_62_id_169147182.jpg|BA|2T|steinschlag|erneuern|verglasung - frontscheibe|561.68|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_2/data/img/grp_Beschädigung-11_num_62_id_169147182.jpg|glazing|windshield|False|False|./person/person_2/data/annotation/grp_Beschädigung-11_num_62_id_169147182.xml
107647|9b0ab841-e199-480f-9423-7190be2c1515|grp_Beschädigung-1_num_35_id_144449996.jpg|1T|2T|steinschlag|auslegen / polieren|fahrzeugdach - dach|50.0|stone_fall|lay out / polish| vehicle roof - top|fahrzeugdach|dach|./person/person_2/data/img/grp_Beschädigung-1_num_35_id_144449996.jpg|vehicle roof|top|False|False|./person/person_2/data/annotation/grp_Beschädigung-1_num_35_id_144449996.xml
10441|4d5bdfcb-ca71-40d6-abeb-8fb4c91b69a7|grp_Beschädigung-6_num_41_id_148266819.jpg|5E|8E|steinschlag|erneuern|verglasung - frontscheibe|532.44|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_2/data/img/grp_Beschädigung-6_num_41_id_148266819.jpg|glazing|windshield|False|False|./person/person_2/data/annotation/grp_Beschädigung-6_num_41_id_148266819.xml
65424|7888da89-238e-4e06-bdd9-77a288402c08|grp_Beschädigung-8_num_31_id_153797070.jpg|8R|T9|steinschlag|erneuern|verglasung - frontscheibe|742.56|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_2/data/img/grp_Beschädigung-8_num_31_id_153797070.jpg|glazing|windshield|False|False|./person/person_2/data/annotation/grp_Beschädigung-8_num_31_id_153797070.xml
