Gutachter,Akten-ID,Damage-ID,Image,Location,Specific Location,Detailed Location,Damage,Repair Action,Cost,Undervalue,Description,status,dirty,action,damage,uid,part,part_p1,part_p2,bildname,damage_en,action_en,part_en,part_p1_en,part_p2_en,img_file_path,ann_file_path
TUEV Sued,2018148007,4,2018148007-Beschaedigung_4:_Tuer_vorn_rechts:_Tuer____(Mit_Korrosion)____-_Steinschlag_-_lackieren_45.jpg,Tuer vorn rechts,Tuer,Mit Korrosion,Steinschlag,lackieren,280.28,212.85,Tuer (Mit Korrosion) - Steinschlag - lackieren,False,False,lackieren,Steinschlag,2018148007,Tuer vorn rechts,Tuer,Mit Korrosion,2018148007-Beschädigung-4-45.jpg,Rockfall,paint,Tower right,Door,Corrosion,./person/w2/image/2018148007-Beschädigung-4-45.jpg,./person/w2/data/annotation/2018148007-Beschädigung-4-45.xml
TUEV Sued,2018160663,2,2018160663-Beschaedigung_2:_Motorhaube:_Motorhaube__-_Steinschlag_-_Smart_Repair_32.jpg,Motorhaube,Motorhaube,None,Steinschlag,Smart Repair,30.0,30.0,Motorhaube - Steinschlag - Smart Repair,False,False,Smart Repair,Steinschlag,2018160663,Motorhaube,Motorhaube,None,2018160663-Beschädigung-2-32.jpg,Rockfall,Smart Repair,Engine Hood,Engine Hood,None,./person/w2/image/2018160663-Beschädigung-2-32.jpg,./person/w2/data/annotation/2018160663-Beschädigung-2-32.xml
TUEV Sued,2020182268,4,2020182268-Beschaedigung_4:_Motorhaube:_Motorhaube__-_Steinschlag_-_lackieren_33.jpg,Motorhaube,Motorhaube,None,Steinschlag,lackieren,478.75,210.0,Motorhaube - Steinschlag - lackieren,False,False,lackieren,Steinschlag,2020182268,Motorhaube,Motorhaube,None,2020182268-Beschädigung-4-33.jpg,Rockfall,paint,Engine Hood,Engine Hood,None,./person/w2/image/2020182268-Beschädigung-4-33.jpg,./person/w2/data/annotation/2020182268-Beschädigung-4-33.xml
TUEV Sued,2019116194,5,2019116194-Beschaedigung_5:_Verglasung:_Frontscheibe_mit_Regensensor__-_Steinschlag_-_erneuern_37.jpg,Verglasung,Frontscheibe mit Regensensor,None,Steinschlag,erneuern,661.49,661.49,Frontscheibe mit Regensensor - Steinschlag - erneuern,False,False,erneuern,Steinschlag,2019116194,Verglasung,Frontscheibe mit Regensensor,None,2019116194-Beschädigung-5-37.jpg,Rockfall,renew,glazing,Windscreen with rain sensor,None,./person/w2/image/2019116194-Beschädigung-5-37.jpg,./person/w2/data/annotation/2019116194-Beschädigung-5-37.xml
TUEV Sued,2019205698,10,2019205698-Beschaedigung_10:_Verglasung:_Frontscheibe__-_Steinschlag_-_erneuern_42.jpg,Verglasung,Frontscheibe,None,Steinschlag,erneuern,494.74,494.74,Frontscheibe - Steinschlag - erneuern,False,False,erneuern,Steinschlag,2019205698,Verglasung,Frontscheibe,None,2019205698-Beschädigung-10-42.jpg,Rockfall,renew,glazing,Windscreen,None,./person/w2/image/2019205698-Beschädigung-10-42.jpg,./person/w2/data/annotation/2019205698-Beschädigung-10-42.xml
TUEV Sued,2016048886,5,2016048886-Beschaedigung_5:_Motorhaube:_Motorhaube__-_Steinschlag_-_auslegen_|_polieren_45.jpg,Motorhaube,Motorhaube,None,Steinschlag,auslegen / polieren,80.0,80.0,Motorhaube - Steinschlag - auslegen / polieren,False,False,auslegen / polieren,Steinschlag,2016048886,Motorhaube,Motorhaube,None,2016048886-Beschädigung-5-45.jpg,Rockfall,Lay out / polish,Engine Hood,Engine Hood,None,./person/w2/image/2016048886-Beschädigung-5-45.jpg,./person/w2/data/annotation/2016048886-Beschädigung-5-45.xml
TUEV Sued,2015122456,5,2015122456-Beschaedigung_5:_Motorhaube:_Motorhaube____(Basislack_beschaedigt;_Beginnend_Korrosion)____-_Steinschlag_-_lackieren_43.jpg,Motorhaube,Motorhaube,Basislack beschaedigt; Beginnend Korrosion,Steinschlag,lackieren,312.55,150.02,Motorhaube (Basislack beschaedigt; Beginnend Korrosion) - Steinschlag - lackieren,False,False,lackieren,Steinschlag,2015122456,Motorhaube,Motorhaube,Basislack beschaedigt; Beginnend Korrosion,2015122456-Beschädigung-5-43.jpg,Rockfall,paint,Engine Hood,Engine Hood,Basic paint damaged; Starting corrosion,./person/w2/image/2015122456-Beschädigung-5-43.jpg,./person/w2/data/annotation/2015122456-Beschädigung-5-43.xml
TUEV Sued,2019095958,2,2019095958-Beschaedigung_2:_Verglasung:_Frontscheibe__-_Steinschlag_-_erneuern_34.jpg,Verglasung,Frontscheibe,None,Steinschlag,erneuern,916.08,916.08,Frontscheibe - Steinschlag - erneuern,False,False,erneuern,Steinschlag,2019095958,Verglasung,Frontscheibe,None,2019095958-Beschädigung-2-34.jpg,Rockfall,renew,glazing,Windscreen,None,./person/w2/image/2019095958-Beschädigung-2-34.jpg,./person/w2/data/annotation/2019095958-Beschädigung-2-34.xml
TUEV Sued,2020270500,6,2020270500-Beschaedigung_6:_Motorhaube:_Motorhaube__-_Steinschlag_-_Smart_Repair_67.jpg,Motorhaube,Motorhaube,None,Steinschlag,Smart Repair,0.0,0.0,Motorhaube - Steinschlag - Smart Repair,False,False,Smart Repair,Steinschlag,2020270500,Motorhaube,Motorhaube,None,2020270500-Beschädigung-6-67.jpg,Rockfall,Smart Repair,Engine Hood,Engine Hood,None,./person/w2/image/2020270500-Beschädigung-6-67.jpg,./person/w2/data/annotation/2020270500-Beschädigung-6-67.xml
TUEV Sued,2015115493,6,2015115493-Beschaedigung_6:_Verglasung:_Frontscheibe__-_Steinschlag_-_Smart_Repair_32.jpg,Verglasung,Frontscheibe,None,Steinschlag,Smart Repair,110.0,110.0,Frontscheibe - Steinschlag - Smart Repair,False,False,Smart Repair,Steinschlag,2015115493,Verglasung,Frontscheibe,None,2015115493-Beschädigung-6-32.jpg,Rockfall,Smart Repair,glazing,Windscreen,None,./person/w2/image/2015115493-Beschädigung-6-32.jpg,./person/w2/data/annotation/2015115493-Beschädigung-6-32.xml
