Gutachter,Akten-ID,Damage-ID,Image,Location,Specific Location,Detailed Location,Damage,Repair Action,Cost,Undervalue,Description,status,dirty,action,damage,uid,part,part_p1,part_p2,bildname,damage_en,action_en,part_en,part_p1_en,part_p2_en,img_file_path,ann_file_path
TUEV Sued,2016121166,8,2016121166-Beschaedigung_8:_Rad|Reifen:_Reifen_vorn__-_verschlissen_-_erneuern_58.jpg,Rad/Reifen,Reifen vorn,None,verschlissen,erneuern,310.0,140.0,Reifen vorn - verschlissen - erneuern,False,False,erneuern,verschlissen,2016121166,Rad/Reifen,Reifen vorn,None,2016121166-Beschädigung-8-58.jpg,worn,renew,Wheel / tire,Tire front,None,./person/w2/image/2016121166-Beschädigung-8-58.jpg,./person/w2/data/annotation/2016121166-Beschädigung-8-58.xml
TUEV Sued,2018112175,1,2018112175-Beschaedigung_1:_2.Radsatz:_2_Reifen__-_verschlissen_-_erneuern_25.jpg,2.Radsatz,2 Reifen,None,verschlissen,erneuern,290.0,200.0,2 Reifen - verschlissen - erneuern,False,False,erneuern,verschlissen,2018112175,2.Radsatz,2 Reifen,None,2018112175-Beschädigung-1-25.jpg,worn,renew,2nd wheelset,2 tires,None,./person/w2/image/2018112175-Beschädigung-1-25.jpg,./person/w2/data/annotation/2018112175-Beschädigung-1-25.xml
TUEV Sued,2015035109,3,2015035109-Beschaedigung_3:_Bremsanlage:_Bremsscheiben_und_Belaege_vorn__-_verschlissen_-_erneuern_36.jpg,Bremsanlage,Bremsscheiben und Belaege vorn,None,verschlissen,erneuern,419.9,419.9,Bremsscheiben und Belaege vorn - verschlissen - erneuern,False,False,erneuern,verschlissen,2015035109,Bremsanlage,Bremsscheiben und Belaege vorn,None,2015035109-Beschädigung-3-36.jpg,worn,renew,Brake system,Brake discs and bubbles front,None,./person/w2/image/2015035109-Beschädigung-3-36.jpg,./person/w2/data/annotation/2015035109-Beschädigung-3-36.xml
TUEV Sued,2019269170,6,2019269170-Beschaedigung_6:_Rad|Reifen:_Reifen_vorn____(Unter_4mm)____-_verschlissen_-_erneuern_43.jpg,Rad/Reifen,Reifen vorn,Unter 4mm,verschlissen,erneuern,170.0,100.0,Reifen vorn (Unter 4mm) - verschlissen - erneuern,False,False,erneuern,verschlissen,2019269170,Rad/Reifen,Reifen vorn,Unter 4mm,2019269170-Beschädigung-6-43.jpg,worn,renew,Wheel / tire,Tire front,Under 4mm,./person/w2/image/2019269170-Beschädigung-6-43.jpg,./person/w2/data/annotation/2019269170-Beschädigung-6-43.xml
TUEV Sued,2018153792,14,2018153792-Beschaedigung_14:_Bremsanlage:_Bremsscheiben_und_Belaege_vorn__-_verschlissen_-_erneuern_70.jpg,Bremsanlage,Bremsscheiben und Belaege vorn,None,verschlissen,erneuern,500.0,500.0,Bremsscheiben und Belaege vorn - verschlissen - erneuern,False,False,erneuern,verschlissen,2018153792,Bremsanlage,Bremsscheiben und Belaege vorn,None,2018153792-Beschädigung-14-70.jpg,worn,renew,Brake system,Brake discs and bubbles front,None,./person/w2/image/2018153792-Beschädigung-14-70.jpg,./person/w2/data/annotation/2018153792-Beschädigung-14-70.xml
TUEV Sued,2015035109,2,2015035109-Beschaedigung_2:_Bremsanlage:_Bremsscheiben_und_Belaege_hinten__-_verschlissen_-_erneuern_34.jpg,Bremsanlage,Bremsscheiben und Belaege hinten,None,verschlissen,erneuern,357.68,357.68,Bremsscheiben und Belaege hinten - verschlissen - erneuern,False,False,erneuern,verschlissen,2015035109,Bremsanlage,Bremsscheiben und Belaege hinten,None,2015035109-Beschädigung-2-34.jpg,worn,renew,Brake system,Brake Discs and Belae Rear,None,./person/w2/image/2015035109-Beschädigung-2-34.jpg,./person/w2/data/annotation/2015035109-Beschädigung-2-34.xml
TUEV Sued,2020042345,7,"2020042345-Beschaedigung_7:_Bremsanlage:_Bremsscheiben_und_Belaege_hinten____(Tragbild,Korrosion,eingelaufen,Riefenbildung.)____-_verschlissen_-_erneuern_60.jpg",Bremsanlage,Bremsscheiben und Belaege hinten,"Tragbild,Korrosion,eingelaufen,Riefenbildung.",verschlissen,erneuern,387.8,387.8,"Bremsscheiben und Belaege hinten (Tragbild,Korrosion,eingelaufen,Riefenbildung.) - verschlissen - erneuern",False,False,erneuern,verschlissen,2020042345,Bremsanlage,Bremsscheiben und Belaege hinten,"Tragbild,Korrosion,eingelaufen,Riefenbildung.",2020042345-Beschädigung-7-60.jpg,worn,renew,Brake system,Brake Discs and Belae Rear,"Load picture, corrosion, run, called.",./person/w2/image/2020042345-Beschädigung-7-60.jpg,./person/w2/data/annotation/2020042345-Beschädigung-7-60.xml
TUEV Sued,2020112073,15,2020112073-Beschaedigung_15:_2.Radsatz:_Reifensatz_komplett__-_verschlissen_-_erneuern_64.jpg,2.Radsatz,Reifensatz komplett,None,verschlissen,erneuern,900.0,390.0,Reifensatz komplett - verschlissen - erneuern,False,False,erneuern,verschlissen,2020112073,2.Radsatz,Reifensatz komplett,None,2020112073-Beschädigung-15-64.jpg,worn,renew,2nd wheelset,Tire set complete,None,./person/w2/image/2020112073-Beschädigung-15-64.jpg,./person/w2/data/annotation/2020112073-Beschädigung-15-64.xml
TUEV Sued,2020287867,4,2020287867-Beschaedigung_4:_Bremsanlage:_Bremsscheiben_und_Belaege_hinten__-_verschlissen_-_erneuern_36.jpg,Bremsanlage,Bremsscheiben und Belaege hinten,None,verschlissen,erneuern,388.62,388.62,Bremsscheiben und Belaege hinten - verschlissen - erneuern,False,False,erneuern,verschlissen,2020287867,Bremsanlage,Bremsscheiben und Belaege hinten,None,2020287867-Beschädigung-4-36.jpg,worn,renew,Brake system,Brake Discs and Belae Rear,None,./person/w2/image/2020287867-Beschädigung-4-36.jpg,./person/w2/data/annotation/2020287867-Beschädigung-4-36.xml
TUEV Sued,2020008875,10,2020008875-Beschaedigung_10:_Bremsanlage:_Bremsscheiben_und_Belaege_vorn____(Riefenbildung_und_Ausbrueche_vorhanden)____-_verschlissen_-_erneuern_65.jpg,Bremsanlage,Bremsscheiben und Belaege vorn,Riefenbildung und Ausbrueche vorhanden,verschlissen,erneuern,422.62,422.62,Bremsscheiben und Belaege vorn (Riefenbildung und Ausbrueche vorhanden) - verschlissen - erneuern,False,False,erneuern,verschlissen,2020008875,Bremsanlage,Bremsscheiben und Belaege vorn,Riefenbildung und Ausbrueche vorhanden,2020008875-Beschädigung-10-65.jpg,worn,renew,Brake system,Brake discs and bubbles front,Shouting and breaking out available,./person/w2/image/2020008875-Beschädigung-10-65.jpg,./person/w2/data/annotation/2020008875-Beschädigung-10-65.xml
