Gutachter,Akten-ID,Damage-ID,Image,Location,Specific Location,Detailed Location,Damage,Repair Action,Cost,Undervalue,Description,status,dirty,action,damage,uid,part,part_p1,part_p2,bildname,damage_en,action_en,part_en,part_p1_en,part_p2_en,img_file_path,ann_file_path
TUEV Sued,2020206939,10,2020206939-Beschaedigung_10:_Stossfaenger_hinten:_Stossfaenger_hinten__-_verformt_-_erneuern_59.jpg,Stossfaenger hinten,Stossfaenger hinten,None,verformt,erneuern,870.0,330.0,Stossfaenger hinten - verformt - erneuern,False,False,erneuern,verformt,2020206939,Stossfaenger hinten,Stossfaenger hinten,None,2020206939-Beschädigung-10-59.jpg,deformed,renew,Rear bumper,Rear bumper,None,./person/w2/image/2020206939-Beschädigung-10-59.jpg,./person/w2/data/annotation/2020206939-Beschädigung-10-59.xml
TUEV Sued,2020171595,1,2020171595-Beschaedigung_1:_Schweller_links:_Schweller__-_verformt_-_instandsetzen_und_lackieren_35.jpg,Schweller links,Schweller,None,verformt,instandsetzen und lackieren,380.0,380.0,Schweller - verformt - instandsetzen und lackieren,False,False,instandsetzen und lackieren,verformt,2020171595,Schweller links,Schweller,None,2020171595-Beschädigung-1-35.jpg,deformed,Repair and paint,Sills left,Sill,None,./person/w2/image/2020171595-Beschädigung-1-35.jpg,./person/w2/data/annotation/2020171595-Beschädigung-1-35.xml
TUEV Sued,2016106176,13,2016106176-Beschaedigung_13:_Kotfluegel_links:_Kotfluegel_links__-_verformt_-_erneuern_72.jpg,Kotfluegel links,Kotfluegel links,None,verformt,erneuern,432.26,229.57,Kotfluegel links - verformt - erneuern,False,False,erneuern,verformt,2016106176,Kotfluegel links,Kotfluegel links,None,2016106176-Beschädigung-13-72.jpg,deformed,renew,Kotfluegel left,Kotfluegel left,None,./person/w2/image/2016106176-Beschädigung-13-72.jpg,./person/w2/data/annotation/2016106176-Beschädigung-13-72.xml
TUEV Sued,2016086625,14,2016086625-Beschaedigung_14:_Kotfluegel_links:_Kotfluegel_links__-_verformt_-_erneuern_69.jpg,Kotfluegel links,Kotfluegel links,None,verformt,erneuern,386.17,150.01,Kotfluegel links - verformt - erneuern,False,False,erneuern,verformt,2016086625,Kotfluegel links,Kotfluegel links,None,2016086625-Beschädigung-14-69.jpg,deformed,renew,Kotfluegel left,Kotfluegel left,None,./person/w2/image/2016086625-Beschädigung-14-69.jpg,./person/w2/data/annotation/2016086625-Beschädigung-14-69.xml
TUEV Sued,2019279153,1,2019279153-Beschaedigung_1:_Motorhaube:_Motorhaube__-_verformt_-_sanft_instandsetzen_23.jpg,Motorhaube,Motorhaube,None,verformt,sanft instandsetzen,120.0,120.0,Motorhaube - verformt - sanft instandsetzen,False,False,sanft instandsetzen,verformt,2019279153,Motorhaube,Motorhaube,None,2019279153-Beschädigung-1-23.jpg,deformed,regain,Engine Hood,Engine Hood,None,./person/w2/image/2019279153-Beschädigung-1-23.jpg,./person/w2/data/annotation/2019279153-Beschädigung-1-23.xml
TUEV Sued,2015045361,6,2015045361-Beschaedigung_6:_Kotfluegel_links:_Kotfluegel_links__-_verformt_-_erneuern_33.jpg,Kotfluegel links,Kotfluegel links,None,verformt,erneuern,604.0,322.08,Kotfluegel links - verformt - erneuern,False,False,erneuern,verformt,2015045361,Kotfluegel links,Kotfluegel links,None,2015045361-Beschädigung-6-33.jpg,deformed,renew,Kotfluegel left,Kotfluegel left,None,./person/w2/image/2015045361-Beschädigung-6-33.jpg,./person/w2/data/annotation/2015045361-Beschädigung-6-33.xml
TUEV Sued,2015113129,4,2015113129-Beschaedigung_4:_Stossfaenger_vorn:_Stossfaenger_vorn__-_verformt_-_Smart_Repair_36.jpg,Stossfaenger vorn,Stossfaenger vorn,None,verformt,Smart Repair,100.0,100.0,Stossfaenger vorn - verformt - Smart Repair,False,False,Smart Repair,verformt,2015113129,Stossfaenger vorn,Stossfaenger vorn,None,2015113129-Beschädigung-4-36.jpg,deformed,Smart Repair,Shearful front,Shearful front,None,./person/w2/image/2015113129-Beschädigung-4-36.jpg,./person/w2/data/annotation/2015113129-Beschädigung-4-36.xml
TUEV Sued,2020005971,13,2020005971-Beschaedigung_13:_Stossfaenger_vorn:_Spoiler____(rechts_unten)____-_verformt_-_erneuern_63.jpg,Stossfaenger vorn,Spoiler,rechts unten,verformt,erneuern,293.92,122.54,Spoiler (rechts unten) - verformt - erneuern,False,False,erneuern,verformt,2020005971,Stossfaenger vorn,Spoiler,rechts unten,2020005971-Beschädigung-13-63.jpg,deformed,renew,Shearful front,spoiler,bottom right,./person/w2/image/2020005971-Beschädigung-13-63.jpg,./person/w2/data/annotation/2020005971-Beschädigung-13-63.xml
TUEV Sued,2016021079,8,2016021079-Beschaedigung_8:_Schweller_rechts:_Schweller__-_verformt_-_instandsetzen_und_lackieren_49.jpg,Schweller rechts,Schweller,None,verformt,instandsetzen und lackieren,386.58,235.92,Schweller - verformt - instandsetzen und lackieren,False,False,instandsetzen und lackieren,verformt,2016021079,Schweller rechts,Schweller,None,2016021079-Beschädigung-8-49.jpg,deformed,Repair and paint,Slighter right,Sill,None,./person/w2/image/2016021079-Beschädigung-8-49.jpg,./person/w2/data/annotation/2016021079-Beschädigung-8-49.xml
TUEV Sued,2015125559,11,2015125559-Beschaedigung_11:_Heckklappe|-tuer:_Heckklappe__-_verformt_-_instandsetzen_und_lackieren_55.jpg,Heckklappe/-tuer,Heckklappe,None,verformt,instandsetzen und lackieren,741.05,277.62,Heckklappe - verformt - instandsetzen und lackieren,False,False,instandsetzen und lackieren,verformt,2015125559,Heckklappe/-tuer,Heckklappe,None,2015125559-Beschädigung-11-55.jpg,deformed,Repair and paint,Tailgate / tuer,Tailgate,None,./person/w2/image/2015125559-Beschädigung-11-55.jpg,./person/w2/data/annotation/2015125559-Beschädigung-11-55.xml
