Gutachter,Akten-ID,Damage-ID,Image,Location,Specific Location,Detailed Location,Damage,Repair Action,Cost,Undervalue,Description,status,dirty,action,damage,uid,part,part_p1,part_p2,bildname,damage_en,action_en,part_en,part_p1_en,part_p2_en,img_file_path,ann_file_path
TUEV Sued,2019141678,8,2019141678-Beschaedigung_8:_Seitenwand_links:_Seitenwand__-_Kratzer_-_instandsetzen_und_lackieren_45.jpg,Seitenwand links,Seitenwand,None,Kratzer,instandsetzen und lackieren,316.62,308.65,Seitenwand - Kratzer - instandsetzen und lackieren,False,False,instandsetzen und lackieren,Kratzer,2019141678,Seitenwand links,Seitenwand,None,2019141678-Beschädigung-8-45.jpg,scratch,Repair and paint,Sidewall left,Side wall,None,./person/w5/image/2019141678-Beschädigung-8-45.jpg,./person/w5/data/annotation/2019141678-Beschädigung-8-45.xml
TUEV Sued,2019151767,13,2019151767-Beschaedigung_13:_Stossfaenger_hinten:_Stossfaenger_hinten__-_Kratzer_-_Smart_Repair_51.jpg,Stossfaenger hinten,Stossfaenger hinten,None,Kratzer,Smart Repair,150.0,150.0,Stossfaenger hinten - Kratzer - Smart Repair,False,False,Smart Repair,Kratzer,2019151767,Stossfaenger hinten,Stossfaenger hinten,None,2019151767-Beschädigung-13-51.jpg,scratch,Smart Repair,Rear bumper,Rear bumper,None,./person/w5/image/2019151767-Beschädigung-13-51.jpg,./person/w5/data/annotation/2019151767-Beschädigung-13-51.xml
TUEV Sued,2019141761,5,2019141761-Beschaedigung_5:_Verglasung:_Heckscheibe__-_Kratzer_-_Wertminderung_36.jpg,Verglasung,Heckscheibe,None,Kratzer,Wertminderung,150.0,150.0,Heckscheibe - Kratzer - Wertminderung,False,False,Wertminderung,Kratzer,2019141761,Verglasung,Heckscheibe,None,2019141761-Beschädigung-5-36.jpg,scratch,Impairment,glazing,rear window,None,./person/w5/image/2019141761-Beschädigung-5-36.jpg,./person/w5/data/annotation/2019141761-Beschädigung-5-36.xml
TUEV Sued,2019163578,1,2019163578-Beschaedigung_1:_Kotfluegel_rechts:_Kotfluegel_rechts__-_Kratzer_-_auslegen_|_polieren_21.jpg,Kotfluegel rechts,Kotfluegel rechts,None,Kratzer,auslegen / polieren,25.0,25.0,Kotfluegel rechts - Kratzer - auslegen / polieren,False,False,auslegen / polieren,Kratzer,2019163578,Kotfluegel rechts,Kotfluegel rechts,None,2019163578-Beschädigung-1-21.jpg,scratch,Lay out / polish,Right fender,Right fender,None,./person/w5/image/2019163578-Beschädigung-1-21.jpg,./person/w5/data/annotation/2019163578-Beschädigung-1-21.xml
TUEV Sued,2015053207,3,2015053207-Beschaedigung_3:_Außenspiegel_links:_Abdeckkappe__-_Kratzer_-_lackieren_46.jpg,Außenspiegel links,Abdeckkappe,None,Kratzer,lackieren,120.0,60.0,Abdeckkappe - Kratzer - lackieren,False,False,lackieren,Kratzer,2015053207,Außenspiegel links,Abdeckkappe,None,2015053207-Beschädigung-3-46.jpg,scratch,paint,Exterior mirror left,Cap,None,./person/w5/image/2015053207-Beschädigung-3-46.jpg,./person/w5/data/annotation/2015053207-Beschädigung-3-46.xml
TUEV Sued,2020287867,5,2020287867-Beschaedigung_5:_Tuer_vorn_links:_Tuer__-_Kratzer_-_instandsetzen_und_lackieren_37.jpg,Tuer vorn links,Tuer,None,Kratzer,instandsetzen und lackieren,413.7,195.14,Tuer - Kratzer - instandsetzen und lackieren,False,False,instandsetzen und lackieren,Kratzer,2020287867,Tuer vorn links,Tuer,None,2020287867-Beschädigung-5-37.jpg,scratch,Repair and paint,Tower left,Door,None,./person/w5/image/2020287867-Beschädigung-5-37.jpg,./person/w5/data/annotation/2020287867-Beschädigung-5-37.xml
TUEV Sued,2016062356,4,2016062356-Beschaedigung_4:_Seitenwand_rechts:_Einstieg__-_Kratzer_-_Smart_Repair_41.jpg,Seitenwand rechts,Einstieg,None,Kratzer,Smart Repair,80.0,40.0,Einstieg - Kratzer - Smart Repair,False,False,Smart Repair,Kratzer,2016062356,Seitenwand rechts,Einstieg,None,2016062356-Beschädigung-4-41.jpg,scratch,Smart Repair,sidewall right,Started,None,./person/w5/image/2016062356-Beschädigung-4-41.jpg,./person/w5/data/annotation/2016062356-Beschädigung-4-41.xml
TUEV Sued,2019235713,7,2019235713-Beschaedigung_7:_Tuer_vorn_links:_Tuer__-_Kratzer_-_instandsetzen_und_lackieren_49.jpg,Tuer vorn links,Tuer,None,Kratzer,instandsetzen und lackieren,566.0,482.65,Tuer - Kratzer - instandsetzen und lackieren,False,False,instandsetzen und lackieren,Kratzer,2019235713,Tuer vorn links,Tuer,None,2019235713-Beschädigung-7-49.jpg,scratch,Repair and paint,Tower left,Door,None,./person/w5/image/2019235713-Beschädigung-7-49.jpg,./person/w5/data/annotation/2019235713-Beschädigung-7-49.xml
TUEV Sued,2019110729,2,"2019110729-Beschaedigung_2:_Verkleidungen|Abdeckungen:_Heckdeckel,_Innenverkleidung__-_Kratzer_-_erneuern_24.jpg",Verkleidungen/Abdeckungen,"Heckdeckel, Innenverkleidung",None,Kratzer,erneuern,88.67,88.67,"Heckdeckel, Innenverkleidung - Kratzer - erneuern",False,False,erneuern,Kratzer,2019110729,Verkleidungen/Abdeckungen,"Heckdeckel, Innenverkleidung",None,2019110729-Beschädigung-2-24.jpg,scratch,renew,Clothes / covers,"Rear cover, interior cladding",None,./person/w5/image/2019110729-Beschädigung-2-24.jpg,./person/w5/data/annotation/2019110729-Beschädigung-2-24.xml
TUEV Sued,2019151455,2,2019151455-Beschaedigung_2:_Stossfaenger_vorn:_Stossfaenger_vorn__-_Kratzer_-_lackieren_25.jpg,Stossfaenger vorn,Stossfaenger vorn,None,Kratzer,lackieren,456.2,380.58,Stossfaenger vorn - Kratzer - lackieren,False,False,lackieren,Kratzer,2019151455,Stossfaenger vorn,Stossfaenger vorn,None,2019151455-Beschädigung-2-25.jpg,scratch,paint,Shearful front,Shearful front,None,./person/w5/image/2019151455-Beschädigung-2-25.jpg,./person/w5/data/annotation/2019151455-Beschädigung-2-25.xml
