Gutachter,Akten-ID,Damage-ID,Image,Location,Specific Location,Detailed Location,Damage,Repair Action,Cost,Undervalue,Description,status,dirty,action,damage,uid,part,part_p1,part_p2,bildname,damage_en,action_en,part_en,part_p1_en,part_p2_en,img_file_path,ann_file_path
TUEV Sued,2019235555,2,2019235555-Beschaedigung_2:_Fahrzeugdach:_Dachholm_rechts__-_Dellen_-_sanft_instandsetzen_30.jpg,Fahrzeugdach,Dachholm rechts,None,Dellen,sanft instandsetzen,80.0,80.0,Dachholm rechts - Dellen - sanft instandsetzen,False,False,sanft instandsetzen,Dellen,2019235555,Fahrzeugdach,Dachholm rechts,None,2019235555-Beschädigung-2-30.jpg,Dents,regain,Vehicle roof,Dachholm right,None,./person/w5/image/2019235555-Beschädigung-2-30.jpg,./person/w5/data/annotation/2019235555-Beschädigung-2-30.xml
TUEV Sued,2018204687,3,2018204687-Beschaedigung_3:_Seitenwand_rechts:_Einstieg__-_Dellen_-_sanft_instandsetzen_28.jpg,Seitenwand rechts,Einstieg,None,Dellen,sanft instandsetzen,80.0,80.0,Einstieg - Dellen - sanft instandsetzen,False,False,sanft instandsetzen,Dellen,2018204687,Seitenwand rechts,Einstieg,None,2018204687-Beschädigung-3-28.jpg,Dents,regain,sidewall right,Started,None,./person/w5/image/2018204687-Beschädigung-3-28.jpg,./person/w5/data/annotation/2018204687-Beschädigung-3-28.xml
TUEV Sued,2019250522,2,2019250522-Beschaedigung_2:_Heckklappe|-tuer:_Heckklappe__-_Dellen_-_sanft_instandsetzen_27.jpg,Heckklappe/-tuer,Heckklappe,None,Dellen,sanft instandsetzen,80.0,80.0,Heckklappe - Dellen - sanft instandsetzen,False,False,sanft instandsetzen,Dellen,2019250522,Heckklappe/-tuer,Heckklappe,None,2019250522-Beschädigung-2-27.jpg,Dents,regain,Tailgate / tuer,Tailgate,None,./person/w5/image/2019250522-Beschädigung-2-27.jpg,./person/w5/data/annotation/2019250522-Beschädigung-2-27.xml
TUEV Sued,2020038856,2,2020038856-Beschaedigung_2:_Tuer_hinten_rechts:_Tuer__-_Dellen_-_sanft_instandsetzen_40.jpg,Tuer hinten rechts,Tuer,None,Dellen,sanft instandsetzen,80.0,80.0,Tuer - Dellen - sanft instandsetzen,False,False,sanft instandsetzen,Dellen,2020038856,Tuer hinten rechts,Tuer,None,2020038856-Beschädigung-2-40.jpg,Dents,regain,Rear right,Door,None,./person/w5/image/2020038856-Beschädigung-2-40.jpg,./person/w5/data/annotation/2020038856-Beschädigung-2-40.xml
TUEV Sued,2020135619,5,2020135619-Beschaedigung_5:_Tuer_vorn_links:_Tuer__-_Dellen_-_sanft_instandsetzen_39.jpg,Tuer vorn links,Tuer,None,Dellen,sanft instandsetzen,60.0,60.0,Tuer - Dellen - sanft instandsetzen,False,False,sanft instandsetzen,Dellen,2020135619,Tuer vorn links,Tuer,None,2020135619-Beschädigung-5-39.jpg,Dents,regain,Tower left,Door,None,./person/w5/image/2020135619-Beschädigung-5-39.jpg,./person/w5/data/annotation/2020135619-Beschädigung-5-39.xml
TUEV Sued,2020072657,1,2020072657-Beschaedigung_1:_Tuer_hinten_links:_Tuer__-_Dellen_-_sanft_instandsetzen_23.jpg,Tuer hinten links,Tuer,None,Dellen,sanft instandsetzen,80.0,80.0,Tuer - Dellen - sanft instandsetzen,False,False,sanft instandsetzen,Dellen,2020072657,Tuer hinten links,Tuer,None,2020072657-Beschädigung-1-23.jpg,Dents,regain,Door in the back left,Door,None,./person/w5/image/2020072657-Beschädigung-1-23.jpg,./person/w5/data/annotation/2020072657-Beschädigung-1-23.xml
TUEV Sued,2016018009,13,2016018009-Beschaedigung_13:_Tuer_vorn_links:_Tuer__-_Dellen_-_sanft_instandsetzen_62.jpg,Tuer vorn links,Tuer,None,Dellen,sanft instandsetzen,90.0,90.0,Tuer - Dellen - sanft instandsetzen,False,False,sanft instandsetzen,Dellen,2016018009,Tuer vorn links,Tuer,None,2016018009-Beschädigung-13-62.jpg,Dents,regain,Tower left,Door,None,./person/w5/image/2016018009-Beschädigung-13-62.jpg,./person/w5/data/annotation/2016018009-Beschädigung-13-62.xml
TUEV Sued,2018163230,8,2018163230-Beschaedigung_8:_Schweller_links:_Einstieg__-_Dellen_-_sanft_instandsetzen_42.jpg,Schweller links,Einstieg,None,Dellen,sanft instandsetzen,80.0,80.0,Einstieg - Dellen - sanft instandsetzen,False,False,sanft instandsetzen,Dellen,2018163230,Schweller links,Einstieg,None,2018163230-Beschädigung-8-42.jpg,Dents,regain,Sills left,Started,None,./person/w5/image/2018163230-Beschädigung-8-42.jpg,./person/w5/data/annotation/2018163230-Beschädigung-8-42.xml
TUEV Sued,2020067836,5,2020067836-Beschaedigung_5:_Tuer_hinten_rechts:_Tuer__-_Dellen_-_Smart_Repair_37.jpg,Tuer hinten rechts,Tuer,None,Dellen,Smart Repair,350.0,350.0,Tuer - Dellen - Smart Repair,False,False,Smart Repair,Dellen,2020067836,Tuer hinten rechts,Tuer,None,2020067836-Beschädigung-5-37.jpg,Dents,Smart Repair,Rear right,Door,None,./person/w5/image/2020067836-Beschädigung-5-37.jpg,./person/w5/data/annotation/2020067836-Beschädigung-5-37.xml
TUEV Sued,2018017443,5,2018017443-Beschaedigung_5:_Seitenwand_rechts:_Seitenwand__-_Dellen_-_sanft_instandsetzen_37.jpg,Seitenwand rechts,Seitenwand,None,Dellen,sanft instandsetzen,80.0,80.0,Seitenwand - Dellen - sanft instandsetzen,False,False,sanft instandsetzen,Dellen,2018017443,Seitenwand rechts,Seitenwand,None,2018017443-Beschädigung-5-37.jpg,Dents,regain,sidewall right,Side wall,None,./person/w5/image/2018017443-Beschädigung-5-37.jpg,./person/w5/data/annotation/2018017443-Beschädigung-5-37.xml
TUEV Sued,2019141672,1,2019141672-Beschaedigung_1:_Tuer_vorn_rechts:_Tuer__-_Dellen_-_sanft_instandsetzen_25.jpg,Tuer vorn rechts,Tuer,None,Dellen,sanft instandsetzen,80.0,80.0,Tuer - Dellen - sanft instandsetzen,False,False,sanft instandsetzen,Dellen,2019141672,Tuer vorn rechts,Tuer,None,2019141672-Beschädigung-1-25.jpg,Dents,regain,Tower right,Door,None,./person/w5/image/2019141672-Beschädigung-1-25.jpg,./person/w5/data/annotation/2019141672-Beschädigung-1-25.xml
TUEV Sued,2018212309,1,2018212309-Beschaedigung_1:_Seitenwand_rechts:_Seitenwand__-_Dellen_-_sanft_instandsetzen_20.jpg,Seitenwand rechts,Seitenwand,None,Dellen,sanft instandsetzen,80.0,80.0,Seitenwand - Dellen - sanft instandsetzen,False,False,sanft instandsetzen,Dellen,2018212309,Seitenwand rechts,Seitenwand,None,2018212309-Beschädigung-1-20.jpg,Dents,regain,sidewall right,Side wall,None,./person/w5/image/2018212309-Beschädigung-1-20.jpg,./person/w5/data/annotation/2018212309-Beschädigung-1-20.xml
TUEV Sued,2020319698,12,2020319698-Beschaedigung_12:_Fahrzeugdach:_Dach____(Welliger_Untergrund)____-_Dellen_-_instandsetzen_und_lackieren_55.jpg,Fahrzeugdach,Dach,Welliger Untergrund,Dellen,instandsetzen und lackieren,545.82,202.3,Dach (Welliger Untergrund) - Dellen - instandsetzen und lackieren,False,False,instandsetzen und lackieren,Dellen,2020319698,Fahrzeugdach,Dach,Welliger Untergrund,2020319698-Beschädigung-12-55.jpg,Dents,Repair and paint,Vehicle roof,roof,Wavy background,./person/w5/image/2020319698-Beschädigung-12-55.jpg,./person/w5/data/annotation/2020319698-Beschädigung-12-55.xml
