Gutachter,Akten-ID,Damage-ID,Image,Location,Specific Location,Detailed Location,Damage,Repair Action,Cost,Undervalue,Description,status,dirty,action,damage,uid,part,part_p1,part_p2,bildname,damage_en,action_en,part_en,part_p1_en,part_p2_en,img_file_path,ann_file_path
TUEV Sued,2015052239,7,2015052239-Beschaedigung_7:_Rad|Reifen:_Reifen_vorn__-_verschlissen_-_erneuern_54.jpg,Rad/Reifen,Reifen vorn,None,verschlissen,erneuern,240.0,90.0,Reifen vorn - verschlissen - erneuern,False,False,erneuern,verschlissen,2015052239,Rad/Reifen,Reifen vorn,None,2015052239-Beschädigung-7-54.jpg,worn,renew,Wheel / tire,Tire front,None,./person/w5/image/2015052239-Beschädigung-7-54.jpg,./person/w5/data/annotation/2015052239-Beschädigung-7-54.xml
TUEV Sued,2016021429,4,2016021429-Beschaedigung_4:_Rad|Reifen:_Reifen_vorn____(Ungleich_abgefahren)____-_verschlissen_-_erneuern_41.jpg,Rad/Reifen,Reifen vorn,Ungleich abgefahren,verschlissen,erneuern,260.0,100.0,Reifen vorn (Ungleich abgefahren) - verschlissen - erneuern,False,False,erneuern,verschlissen,2016021429,Rad/Reifen,Reifen vorn,Ungleich abgefahren,2016021429-Beschädigung-4-41.jpg,worn,renew,Wheel / tire,Tire front,Uneven,./person/w5/image/2016021429-Beschädigung-4-41.jpg,./person/w5/data/annotation/2016021429-Beschädigung-4-41.xml
TUEV Sued,2014103441,7,2014103441-Beschaedigung_7:_Bremsanlage:_Bremsscheiben_und_Belaege_vorn__-_verschlissen_-_erneuern_39.jpg,Bremsanlage,Bremsscheiben und Belaege vorn,None,verschlissen,erneuern,422.62,422.62,Bremsscheiben und Belaege vorn - verschlissen - erneuern,False,False,erneuern,verschlissen,2014103441,Bremsanlage,Bremsscheiben und Belaege vorn,None,2014103441-Beschädigung-7-39.jpg,worn,renew,Brake system,Brake discs and bubbles front,None,./person/w5/image/2014103441-Beschädigung-7-39.jpg,./person/w5/data/annotation/2014103441-Beschädigung-7-39.xml
TUEV Sued,2020089625,12,2020089625-Beschaedigung_12:_2.Radsatz:_Reifensatz_komplett____(Sommerreifen._Reifenverschleiß_einseitig_innen.)____-_verschlissen_-_erneuern_95.jpg,2.Radsatz,Reifensatz komplett,Sommerreifen. Reifenverschleiß einseitig innen.,verschlissen,erneuern,660.0,320.0,Reifensatz komplett (Sommerreifen. Reifenverschleiß einseitig innen.) - verschlissen - erneuern,False,False,erneuern,verschlissen,2020089625,2.Radsatz,Reifensatz komplett,Sommerreifen. Reifenverschleiß einseitig innen.,2020089625-Beschädigung-12-95.jpg,worn,renew,2nd wheelset,Tire set complete,Summer tires. Tire wear on one side inside.,./person/w5/image/2020089625-Beschädigung-12-95.jpg,./person/w5/data/annotation/2020089625-Beschädigung-12-95.xml
TUEV Sued,2020114773,3,2020114773-Beschaedigung_3:_Rad|Reifen:_Reifen_vorn__-_verschlissen_-_erneuern_39.jpg,Rad/Reifen,Reifen vorn,None,verschlissen,erneuern,270.0,140.0,Reifen vorn - verschlissen - erneuern,False,False,erneuern,verschlissen,2020114773,Rad/Reifen,Reifen vorn,None,2020114773-Beschädigung-3-39.jpg,worn,renew,Wheel / tire,Tire front,None,./person/w5/image/2020114773-Beschädigung-3-39.jpg,./person/w5/data/annotation/2020114773-Beschädigung-3-39.xml
TUEV Sued,2015120448,3,2015120448-Beschaedigung_3:_2.Radsatz:_2_Reifen____(Innenverschleiß)____-_verschlissen_-_erneuern_39.jpg,2.Radsatz,2 Reifen,Innenverschleiß,verschlissen,erneuern,210.0,80.0,2 Reifen (Innenverschleiß) - verschlissen - erneuern,False,False,erneuern,verschlissen,2015120448,2.Radsatz,2 Reifen,Innenverschleiß,2015120448-Beschädigung-3-39.jpg,worn,renew,2nd wheelset,2 tires,Interior wear,./person/w5/image/2015120448-Beschädigung-3-39.jpg,./person/w5/data/annotation/2015120448-Beschädigung-3-39.xml
TUEV Sued,2020061248,2,2020061248-Beschaedigung_2:_Bremsanlage:_Bremsscheiben_hinten____(Schlechtes_Tragbild)____-_verschlissen_-_erneuern_31.jpg,Bremsanlage,Bremsscheiben hinten,Schlechtes Tragbild,verschlissen,erneuern,360.06,360.06,Bremsscheiben hinten (Schlechtes Tragbild) - verschlissen - erneuern,False,False,erneuern,verschlissen,2020061248,Bremsanlage,Bremsscheiben hinten,Schlechtes Tragbild,2020061248-Beschädigung-2-31.jpg,worn,renew,Brake system,Brake discs rear,Bad wearing picture,./person/w5/image/2020061248-Beschädigung-2-31.jpg,./person/w5/data/annotation/2020061248-Beschädigung-2-31.xml
TUEV Sued,2018014249,2,2018014249-Beschaedigung_2:_Bremsanlage:_Bremsscheiben_und_Belaege_vorn__-_verschlissen_-_erneuern_26.jpg,Bremsanlage,Bremsscheiben und Belaege vorn,None,verschlissen,erneuern,650.0,650.0,Bremsscheiben und Belaege vorn - verschlissen - erneuern,False,False,erneuern,verschlissen,2018014249,Bremsanlage,Bremsscheiben und Belaege vorn,None,2018014249-Beschädigung-2-26.jpg,worn,renew,Brake system,Brake discs and bubbles front,None,./person/w5/image/2018014249-Beschädigung-2-26.jpg,./person/w5/data/annotation/2018014249-Beschädigung-2-26.xml
TUEV Sued,2019251586,4,2019251586-Beschaedigung_4:_Rad|Reifen:_Reifen_vorn____(Ganzjahresreifen)____-_verschlissen_-_erneuern_41.jpg,Rad/Reifen,Reifen vorn,Ganzjahresreifen,verschlissen,erneuern,160.0,90.0,Reifen vorn (Ganzjahresreifen) - verschlissen - erneuern,False,False,erneuern,verschlissen,2019251586,Rad/Reifen,Reifen vorn,Ganzjahresreifen,2019251586-Beschädigung-4-41.jpg,worn,renew,Wheel / tire,Tire front,All-season tires,./person/w5/image/2019251586-Beschädigung-4-41.jpg,./person/w5/data/annotation/2019251586-Beschädigung-4-41.xml
TUEV Sued,2019275863,5,"2019275863-Beschaedigung_5:_Rad|Reifen:_Reifensatz_komplett____(Auswaschungen,_poroes)____-_verschlissen_-_erneuern_48.jpg",Rad/Reifen,Reifensatz komplett,"Auswaschungen, poroes",verschlissen,erneuern,400.0,190.0,"Reifensatz komplett (Auswaschungen, poroes) - verschlissen - erneuern",False,False,erneuern,verschlissen,2019275863,Rad/Reifen,Reifensatz komplett,"Auswaschungen, poroes",2019275863-Beschädigung-5-48.jpg,worn,renew,Wheel / tire,Tire set complete,"Washing, Poroes",./person/w5/image/2019275863-Beschädigung-5-48.jpg,./person/w5/data/annotation/2019275863-Beschädigung-5-48.xml
TUEV Sued,2018216172,3,2018216172-Beschaedigung_3:_Rad|Reifen:_Reifen_vorn__-_verschlissen_-_erneuern_22.jpg,Rad/Reifen,Reifen vorn,None,verschlissen,erneuern,270.0,230.0,Reifen vorn - verschlissen - erneuern,False,False,erneuern,verschlissen,2018216172,Rad/Reifen,Reifen vorn,None,2018216172-Beschädigung-3-22.jpg,worn,renew,Wheel / tire,Tire front,None,./person/w5/image/2018216172-Beschädigung-3-22.jpg,./person/w5/data/annotation/2018216172-Beschädigung-3-22.xml
TUEV Sued,2015000997,4,2015000997-Beschaedigung_4:_2.Radsatz:_1_Reifen____(Schraube_eingefahren)____-_verschlissen_-_erneuern_44.jpg,2.Radsatz,1 Reifen,Schraube eingefahren,verschlissen,erneuern,120.0,60.0,1 Reifen (Schraube eingefahren) - verschlissen - erneuern,False,False,erneuern,verschlissen,2015000997,2.Radsatz,1 Reifen,Schraube eingefahren,2015000997-Beschädigung-4-44.jpg,worn,renew,2nd wheelset,1 tire,Screw retracted,./person/w5/image/2015000997-Beschädigung-4-44.jpg,./person/w5/data/annotation/2015000997-Beschädigung-4-44.xml
TUEV Sued,2020089625,12,2020089625-Beschaedigung_12:_2.Radsatz:_Reifensatz_komplett____(Sommerreifen._Reifenverschleiß_einseitig_innen.)____-_verschlissen_-_erneuern_90.jpg,2.Radsatz,Reifensatz komplett,Sommerreifen. Reifenverschleiß einseitig innen.,verschlissen,erneuern,660.0,320.0,Reifensatz komplett (Sommerreifen. Reifenverschleiß einseitig innen.) - verschlissen - erneuern,False,False,erneuern,verschlissen,2020089625,2.Radsatz,Reifensatz komplett,Sommerreifen. Reifenverschleiß einseitig innen.,2020089625-Beschädigung-12-90.jpg,worn,renew,2nd wheelset,Tire set complete,Summer tires. Tire wear on one side inside.,./person/w5/image/2020089625-Beschädigung-12-90.jpg,./person/w5/data/annotation/2020089625-Beschädigung-12-90.xml
TUEV Sued,2015036398,3,2015036398-Beschaedigung_3:_Rad|Reifen:_Reifen_hinten__-_verschlissen_-_erneuern_38.jpg,Rad/Reifen,Reifen hinten,None,verschlissen,erneuern,270.0,100.0,Reifen hinten - verschlissen - erneuern,False,False,erneuern,verschlissen,2015036398,Rad/Reifen,Reifen hinten,None,2015036398-Beschädigung-3-38.jpg,worn,renew,Wheel / tire,Tire rear,None,./person/w5/image/2015036398-Beschädigung-3-38.jpg,./person/w5/data/annotation/2015036398-Beschädigung-3-38.xml
TUEV Sued,2017133062,3,2017133062-Beschaedigung_3:_Rad|Reifen:_Reifen_vorn__-_verschlissen_-_erneuern_22.jpg,Rad/Reifen,Reifen vorn,None,verschlissen,erneuern,170.0,110.0,Reifen vorn - verschlissen - erneuern,False,False,erneuern,verschlissen,2017133062,Rad/Reifen,Reifen vorn,None,2017133062-Beschädigung-3-22.jpg,worn,renew,Wheel / tire,Tire front,None,./person/w5/image/2017133062-Beschädigung-3-22.jpg,./person/w5/data/annotation/2017133062-Beschädigung-3-22.xml
