Gutachter,Akten-ID,Damage-ID,Image,Location,Specific Location,Detailed Location,Damage,Repair Action,Cost,Undervalue,Description,status,dirty,action,damage,uid,part,part_p1,part_p2,bildname,damage_en,action_en,part_en,part_p1_en,part_p2_en,img_file_path,ann_file_path
TUEV Sued,2020040618,2,2020040618-Beschaedigung_2:_Verkleidungen|Abdeckungen:_Tuerverkleidung_vorn_links__-_Abrieb_-_Wertminderung_39.jpg,Verkleidungen/Abdeckungen,Tuerverkleidung vorn links,None,Abrieb,Wertminderung,80.0,80.0,Tuerverkleidung vorn links - Abrieb - Wertminderung,False,False,Wertminderung,Abrieb,2020040618,Verkleidungen/Abdeckungen,Tuerverkleidung vorn links,None,2020040618-Beschädigung-2-39.jpg,Abrasion,Impairment,Clothes / covers,Tower trim front left,None,./person/w5/image/2020040618-Beschädigung-2-39.jpg,./person/w5/data/annotation/2020040618-Beschädigung-2-39.xml
TUEV Sued,2019244039,5,2019244039-Beschaedigung_5:_Verkleidungen|Abdeckungen:_Dachhimmel____(Verschuerft)____-_Abrieb_-_Smart_Repair_44.jpg,Verkleidungen/Abdeckungen,Dachhimmel,Verschuerft,Abrieb,Smart Repair,110.0,110.0,Dachhimmel (Verschuerft) - Abrieb - Smart Repair,False,False,Smart Repair,Abrieb,2019244039,Verkleidungen/Abdeckungen,Dachhimmel,Verschuerft,2019244039-Beschädigung-5-44.jpg,Abrasion,Smart Repair,Clothes / covers,Sky,Shrewd,./person/w5/image/2019244039-Beschädigung-5-44.jpg,./person/w5/data/annotation/2019244039-Beschädigung-5-44.xml
TUEV Sued,2020036274,1,2020036274-Beschaedigung_1:_Stossfaenger_hinten:_Stossfaenger_hinten__-_Abrieb_-_auslegen_|_polieren_32.jpg,Stossfaenger hinten,Stossfaenger hinten,None,Abrieb,auslegen / polieren,20.0,20.0,Stossfaenger hinten - Abrieb - auslegen / polieren,False,False,auslegen / polieren,Abrieb,2020036274,Stossfaenger hinten,Stossfaenger hinten,None,2020036274-Beschädigung-1-32.jpg,Abrasion,Lay out / polish,Rear bumper,Rear bumper,None,./person/w5/image/2020036274-Beschädigung-1-32.jpg,./person/w5/data/annotation/2020036274-Beschädigung-1-32.xml
TUEV Sued,2020263290,7,2020263290-Beschaedigung_7:_Stossfaenger_vorn:_Stossfaenger_vorn__-_Abrieb_-_Smart_Repair_66.jpg,Stossfaenger vorn,Stossfaenger vorn,None,Abrieb,Smart Repair,120.0,120.0,Stossfaenger vorn - Abrieb - Smart Repair,False,False,Smart Repair,Abrieb,2020263290,Stossfaenger vorn,Stossfaenger vorn,None,2020263290-Beschädigung-7-66.jpg,Abrasion,Smart Repair,Shearful front,Shearful front,None,./person/w5/image/2020263290-Beschädigung-7-66.jpg,./person/w5/data/annotation/2020263290-Beschädigung-7-66.xml
TUEV Sued,2019270410,3,2019270410-Beschaedigung_3:_Stossfaenger_hinten:_Stossfaenger_hinten__-_Abrieb_-_aufbereiten_44.jpg,Stossfaenger hinten,Stossfaenger hinten,None,Abrieb,aufbereiten,50.0,50.0,Stossfaenger hinten - Abrieb - aufbereiten,False,False,aufbereiten,Abrieb,2019270410,Stossfaenger hinten,Stossfaenger hinten,None,2019270410-Beschädigung-3-44.jpg,Abrasion,processing,Rear bumper,Rear bumper,None,./person/w5/image/2019270410-Beschädigung-3-44.jpg,./person/w5/data/annotation/2019270410-Beschädigung-3-44.xml
TUEV Sued,2019032717,1,2019032717-Beschaedigung_1:_Außenspiegel_rechts:_Abdeckkappe__-_Abrieb_-_auslegen_|_polieren_30.jpg,Außenspiegel rechts,Abdeckkappe,None,Abrieb,auslegen / polieren,30.0,30.0,Abdeckkappe - Abrieb - auslegen / polieren,False,False,auslegen / polieren,Abrieb,2019032717,Außenspiegel rechts,Abdeckkappe,None,2019032717-Beschädigung-1-30.jpg,Abrasion,Lay out / polish,Exterior mirror right,Cap,None,./person/w5/image/2019032717-Beschädigung-1-30.jpg,./person/w5/data/annotation/2019032717-Beschädigung-1-30.xml
TUEV Sued,2017020635,7,2017020635-Beschaedigung_7:_Seitenwand_rechts:_Radlauf__-_Abrieb_-_erneuern_41.jpg,Seitenwand rechts,Radlauf,None,Abrieb,erneuern,150.0,64.5,Radlauf - Abrieb - erneuern,False,False,erneuern,Abrieb,2017020635,Seitenwand rechts,Radlauf,None,2017020635-Beschädigung-7-41.jpg,Abrasion,renew,sidewall right,Bike,None,./person/w5/image/2017020635-Beschädigung-7-41.jpg,./person/w5/data/annotation/2017020635-Beschädigung-7-41.xml
TUEV Sued,2016085404,3,2016085404-Beschaedigung_3:_Stossfaenger_hinten:_Stossfaenger_hinten__-_Abrieb_-_auslegen_|_polieren_38.jpg,Stossfaenger hinten,Stossfaenger hinten,None,Abrieb,auslegen / polieren,40.0,40.0,Stossfaenger hinten - Abrieb - auslegen / polieren,False,False,auslegen / polieren,Abrieb,2016085404,Stossfaenger hinten,Stossfaenger hinten,None,2016085404-Beschädigung-3-38.jpg,Abrasion,Lay out / polish,Rear bumper,Rear bumper,None,./person/w5/image/2016085404-Beschädigung-3-38.jpg,./person/w5/data/annotation/2016085404-Beschädigung-3-38.xml
TUEV Sued,2016090413,16,2016090413-Beschaedigung_16:_2.Radsatz:_2_Leichtmetallfelgen__-_Abrieb_-_Wertminderung_80.jpg,2.Radsatz,2 Leichtmetallfelgen,None,Abrieb,Wertminderung,400.0,400.0,2 Leichtmetallfelgen - Abrieb - Wertminderung,False,False,Wertminderung,Abrieb,2016090413,2.Radsatz,2 Leichtmetallfelgen,None,2016090413-Beschädigung-16-80.jpg,Abrasion,Impairment,2nd wheelset,2 alloy wheels,None,./person/w5/image/2016090413-Beschädigung-16-80.jpg,./person/w5/data/annotation/2016090413-Beschädigung-16-80.xml
TUEV Sued,2019258997,2,2019258997-Beschaedigung_2:_Verkleidungen|Abdeckungen:_Tuerverkleidung_hinten_links__-_Abrieb_-_Smart_Repair_27.jpg,Verkleidungen/Abdeckungen,Tuerverkleidung hinten links,None,Abrieb,Smart Repair,80.0,80.0,Tuerverkleidung hinten links - Abrieb - Smart Repair,False,False,Smart Repair,Abrieb,2019258997,Verkleidungen/Abdeckungen,Tuerverkleidung hinten links,None,2019258997-Beschädigung-2-27.jpg,Abrasion,Smart Repair,Clothes / covers,Taper trim rear left,None,./person/w5/image/2019258997-Beschädigung-2-27.jpg,./person/w5/data/annotation/2019258997-Beschädigung-2-27.xml
