Unnamed: 0|uid|bildname|mbv|color|damage|action|part|cost|damage_en|action_en|part_en|part_p1|part_p2|img_file_path|part_p1_en|part_p2_en|dirty|status|ann_file_path
194990|0152e420-01ef-449d-88f1-23b27956810d|grp_Beschädigung-14_num_46_id_136078301.jpg|3G|P0|dellen|instandsetzen und lackieren|fahrzeugdach - dach|827.03|dent|repair and paint| vehicle roof - top|fahrzeugdach|dach|./person/person_1/data/img/grp_Beschädigung-14_num_46_id_136078301.jpg|vehicle roof|top|False|False|./person/person_1/data/annotation/grp_Beschädigung-14_num_46_id_136078301.xml
210588|025358af-795d-4ed5-94e1-461bbd046a28|grp_Beschädigung-6_num_50_id_132497988.jpg|7N|5K|dellen|sanft instandsetzen|tür vorn links - tür|100.0|dent|gently repair| door front left - door|tür vorn links|tür|./person/person_1/data/img/grp_Beschädigung-6_num_50_id_132497988.jpg|door front left|door|False|False|./person/person_1/data/annotation/grp_Beschädigung-6_num_50_id_132497988.xml
239318|03c5c7c5-7465-460a-ba4f-6eb0ef55ec7a|grp_Beschädigung-2_num_37_id_148558263.jpg|5G|0Q|dellen|sanft instandsetzen|tür hinten links - tür|80.0|dent|gently repair| door behind left - door|tür hinten links|tür|./person/person_1/data/img/grp_Beschädigung-2_num_37_id_148558263.jpg|door behind left|door|False|False|./person/person_1/data/annotation/grp_Beschädigung-2_num_37_id_148558263.xml
182112|03cc14f2-d1b5-43b0-a551-0e42f2bab428|grp_Beschädigung-1_num_31_id_147086385.jpg|36|P0|dellen|sanft instandsetzen|tür vorn rechts - tür|110.0|dent|gently repair| door front right - door|tür vorn rechts|tür|./person/person_1/data/img/grp_Beschädigung-1_num_31_id_147086385.jpg|door front right|door|False|False|./person/person_1/data/annotation/grp_Beschädigung-1_num_31_id_147086385.xml
187779|0490d70f-4795-4195-a7f2-a4dfc529f578|grp_Beschädigung-2_num_35_id_168795834.jpg|3G|2T|dellen|sanft instandsetzen|seitenwand rechts - seitenwand|80.0|dent|gently repair| Side wall right - Side wall|seitenwand rechts|seitenwand|./person/person_1/data/img/grp_Beschädigung-2_num_35_id_168795834.jpg|Side wall right|Side wall|False|False|./person/person_1/data/annotation/grp_Beschädigung-2_num_35_id_168795834.xml
217133|05335e5d-24c6-4839-807a-aa9617fc9cd1|grp_Beschädigung-5_num_37_id_142880197.jpg|7N|X3|dellen|instandsetzen und lackieren|schweller rechts - einstieg|195.0|dent|repair and paint| sill right - Started|schweller rechts|einstieg|./person/person_1/data/img/grp_Beschädigung-5_num_37_id_142880197.jpg|sill right|Started|False|False|./person/person_1/data/annotation/grp_Beschädigung-5_num_37_id_142880197.xml
216358|05a1739f-86d2-4c44-8215-42a1019e695b|grp_Beschädigung-1_num_29_id_128193292.jpg|7N|Z2|dellen|sanft instandsetzen|schweller links - einstieg|80.0|dent|gently repair| sill left - Started|schweller links|einstieg|./person/person_1/data/img/grp_Beschädigung-1_num_29_id_128193292.jpg|sill left|Started|False|False|./person/person_1/data/annotation/grp_Beschädigung-1_num_29_id_128193292.xml
227292|05a8aa40-6500-4909-bf31-2c3c9c84e188|grp_Beschädigung-2_num_32_id_138862689.jpg|12|B4|dellen|sanft instandsetzen|tür vorn rechts - tür|80.0|dent|gently repair| door front right - door|tür vorn rechts|tür|./person/person_1/data/img/grp_Beschädigung-2_num_32_id_138862689.jpg|door front right|door|False|False|./person/person_1/data/annotation/grp_Beschädigung-2_num_32_id_138862689.xml
161606|06a6c455-61f9-443a-a61d-272535261076|grp_Beschädigung-6_num_45_id_162072930.jpg|36|2T|dellen|sanft instandsetzen|tür hinten links - tür|80.0|dent|gently repair| door behind left - door|tür hinten links|tür|./person/person_1/data/img/grp_Beschädigung-6_num_45_id_162072930.jpg|door behind left|door|False|False|./person/person_1/data/annotation/grp_Beschädigung-6_num_45_id_162072930.xml
169084|07504e37-cffd-47d8-8148-f9f0020c6854|grp_Beschädigung-1_num_36_id_139086795.jpg|36|Z2|dellen|sanft instandsetzen|seitenwand links - seitenwand|90.0|dent|gently repair| Side wall left - Side wall|seitenwand links|seitenwand|./person/person_1/data/img/grp_Beschädigung-1_num_36_id_139086795.jpg|Side wall left|Side wall|False|False|./person/person_1/data/annotation/grp_Beschädigung-1_num_36_id_139086795.xml
89231|08b500e1-6199-43b5-ab86-f5adedd0e4ee|grp_Beschädigung-4_num_28_id_164949827.jpg|2C|B4|dellen|sanft instandsetzen|seitenwand rechts - seitenwand|110.0|dent|gently repair| Side wall right - Side wall|seitenwand rechts|seitenwand|./person/person_1/data/img/grp_Beschädigung-4_num_28_id_164949827.jpg|Side wall right|Side wall|False|False|./person/person_1/data/annotation/grp_Beschädigung-4_num_28_id_164949827.xml
116578|09747b9f-613e-404e-a5d4-6a7a1a07204c|grp_Beschädigung-3_num_33_id_150615622.jpg|1T|4Q|dellen|sanft instandsetzen|fahrzeugdach - dachholm rechts|80.0|dent|gently repair| vehicle roof - roof spar right|fahrzeugdach|dachholm rechts|./person/person_1/data/img/grp_Beschädigung-3_num_33_id_150615622.jpg|vehicle roof|roof spar right|False|False|./person/person_1/data/annotation/grp_Beschädigung-3_num_33_id_150615622.xml
208986|0b0744df-0e0c-4339-90cf-6a4bc6a74085|grp_Beschädigung-5_num_31_id_147222759.jpg|6C|2T|dellen|sanft instandsetzen|fahrzeugdach - dach|80.0|dent|gently repair| vehicle roof - top|fahrzeugdach|dach|./person/person_1/data/img/grp_Beschädigung-5_num_31_id_147222759.jpg|vehicle roof|top|False|False|./person/person_1/data/annotation/grp_Beschädigung-5_num_31_id_147222759.xml
