Unnamed: 0|uid|bildname|mbv|color|damage|action|part|cost|damage_en|action_en|part_en|part_p1|part_p2|img_file_path|part_p1_en|part_p2_en|dirty|status|ann_file_path
210373|0046441e-b93c-46a4-9e65-10a67c24e73d|grp_Beschädigung-13_num_31_id_124804877.jpg|7N|4Q|kratzer|lackieren|schiebetür links - schiebetür|293.88|scratch|paint| sliding door left - sliding door|schiebetür links|schiebetür|./person/person_1/data/img/grp_Beschädigung-13_num_31_id_124804877.jpg|sliding door left|sliding door|False|False|./person/person_1/data/annotation/grp_Beschädigung-13_num_31_id_124804877.xml
78844|011f9066-a99d-45a5-a87d-a4b2e7dbe598|grp_Beschädigung-3_num_33_id_169348292.jpg|8W|W1|kratzer|auslegen / polieren|rad/reifen - leichtmetallfelge hinten rechts|40.0|scratch|lay out / polish| wheel / tyre - alloy wheels behind right|rad/reifen|leichtmetallfelge hinten rechts|./person/person_1/data/img/grp_Beschädigung-3_num_33_id_169348292.jpg|wheel / tyre|alloy wheels behind right|False|False|./person/person_1/data/annotation/grp_Beschädigung-3_num_33_id_169348292.xml
16589|02360eb3-67f2-4e04-9eba-cf40e1c0a2fb|grp_Beschädigung-1_num_28_id_165457435.jpg|5E|4L|kratzer|lackieren|außenspiegel rechts - abdeckkappe|61.75|scratch|paint| outside mirror right - cover cap|außenspiegel rechts|abdeckkappe|./person/person_1/data/img/grp_Beschädigung-1_num_28_id_165457435.jpg|outside mirror right|cover cap|False|False|./person/person_1/data/annotation/grp_Beschädigung-1_num_28_id_165457435.xml
261605|027d969a-d9e1-4d22-bf23-dbd5394a3c79|grp_Beschädigung-4_num_30_id_152702783.jpg|5G|0Q|kratzer|smart repair|rad/reifen - leichtmetallfelge vorn rechts|120.0|scratch|smart repair| wheel / tyre - alloy wheels front right|rad/reifen|leichtmetallfelge vorn rechts|./person/person_1/data/img/grp_Beschädigung-4_num_30_id_152702783.jpg|wheel / tyre|alloy wheels front right|False|False|./person/person_1/data/annotation/grp_Beschädigung-4_num_30_id_152702783.xml
261603|027d969a-d9e1-4d22-bf23-dbd5394a3c79|grp_Beschädigung-3_num_28_id_152702790.jpg|5G|0Q|kratzer|smart repair|rad/reifen - leichtmetallfelge vorn links|120.0|scratch|smart repair| wheel / tyre - alloy wheels front left|rad/reifen|leichtmetallfelge vorn links|./person/person_1/data/img/grp_Beschädigung-3_num_28_id_152702790.jpg|wheel / tyre|alloy wheels front left|False|False|./person/person_1/data/annotation/grp_Beschädigung-3_num_28_id_152702790.xml
227700|02e35642-161d-4a24-904d-2b962ad950c1|grp_Beschädigung-15_num_57_id_148536165.jpg|12|2T|kratzer|smart repair|seitenwand links - radlauf|120.0|scratch|smart repair| Side wall left - wheel arch|seitenwand links|radlauf|./person/person_1/data/img/grp_Beschädigung-15_num_57_id_148536165.jpg|Side wall left|wheel arch|False|False|./person/person_1/data/annotation/grp_Beschädigung-15_num_57_id_148536165.xml
123554|03a19437-4d96-4391-910e-7631bb6fb031|grp_Beschädigung-2_num_32_id_140593651.jpg|5N|0Q|kratzer|smart repair|rad/reifen - leichtmetallfelge hinten rechts|120.0|scratch|smart repair| wheel / tyre - alloy wheels behind right|rad/reifen|leichtmetallfelge hinten rechts|./person/person_1/data/img/grp_Beschädigung-2_num_32_id_140593651.jpg|wheel / tyre|alloy wheels behind right|False|False|./person/person_1/data/annotation/grp_Beschädigung-2_num_32_id_140593651.xml
230084|03afd5ae-67b7-4319-9175-10630128b30c|grp_Beschädigung-3_num_29_id_127609674.jpg|5G|2T|kratzer|smart repair|2.radsatz - 1 leichtmetallfelge|150.0|scratch|smart repair| 2.gearset - 1 alloy wheels|2.radsatz|1 leichtmetallfelge|./person/person_1/data/img/grp_Beschädigung-3_num_29_id_127609674.jpg|2.gearset|1 alloy wheels|False|False|./person/person_1/data/annotation/grp_Beschädigung-3_num_29_id_127609674.xml
224213|0414af5d-a59d-48f1-8a61-4e9d7cad266e|grp_Beschädigung-1_num_14_id_156141191.jpg|12|0Q|kratzer|lackieren|außenspiegel links - abdeckkappe|60.0|scratch|paint| outside mirror left - cover cap|außenspiegel links|abdeckkappe|./person/person_1/data/img/grp_Beschädigung-1_num_14_id_156141191.jpg|outside mirror left|cover cap|False|False|./person/person_1/data/annotation/grp_Beschädigung-1_num_14_id_156141191.xml
23443|045e9df8-2b87-43a4-8e47-bfa6cd0e7368|grp_Beschädigung-9_num_62_id_155774375.jpg|NF|G2|kratzer|lackieren|fahrzeugdach - dach|690.0|scratch|paint| vehicle roof - top|fahrzeugdach|dach|./person/person_1/data/img/grp_Beschädigung-9_num_62_id_155774375.jpg|vehicle roof|top|False|False|./person/person_1/data/annotation/grp_Beschädigung-9_num_62_id_155774375.xml
