Unnamed: 0|uid|bildname|mbv|color|damage|action|part|cost|damage_en|action_en|part_en|part_p1|part_p2|img_file_path|part_p1_en|part_p2_en|dirty|status|ann_file_path
179056|00165cba-2c32-44a2-af12-e4805dfda177|grp_Beschädigung-2_num_35_id_158742455.jpg|36|5K|verkratzt / verschürft|lackieren|außenspiegel rechts - abdeckkappe|97.85|scratched-stained|paint| outside mirror right - cover cap|außenspiegel rechts|abdeckkappe|./person/person_1/data/img/grp_Beschädigung-2_num_35_id_158742455.jpg|outside mirror right|cover cap|False|True|./person/person_1/data/annotation/grp_Beschädigung-2_num_35_id_158742455.xml
178275|040ec85f-6769-4ed0-a827-7e16da44783d|grp_Beschädigung-13_num_73_id_133853687.jpg|36|2T|verkratzt / verschürft|wertminderung|2.radsatz - 3 leichtmetallfelgen|450.0|scratched-stained|impairment| 2.gearset - 3 alloy wheels|2.radsatz|3 leichtmetallfelgen|./person/person_1/data/img/grp_Beschädigung-13_num_73_id_133853687.jpg|2.gearset|3 alloy wheels|False|True|./person/person_1/data/annotation/grp_Beschädigung-13_num_73_id_133853687.xml
157275|054bc30e-d1ef-4600-89ab-8f1d2c887266|grp_Beschädigung-2_num_34_id_143815060.jpg|36|8E|verkratzt / verschürft|erneuern|verkleidungen/abdeckungen - heckdeckel, innenverkleidung|90.0|scratched-stained|renew| / Covers coverings - rear cover interior panelling|verkleidungen/abdeckungen|heckdeckel, innenverkleidung|./person/person_1/data/img/grp_Beschädigung-2_num_34_id_143815060.jpg|/ Covers coverings|rear cover interior panelling|False|False|./person/person_1/data/annotation/grp_Beschädigung-2_num_34_id_143815060.xml
231921|0593c3b5-5da2-419e-ac82-6945a6786f25|grp_Beschädigung-3_num_18_id_156309683.jpg|5G|0Q|verkratzt / verschürft|lackieren|außenspiegel rechts - abdeckkappe|60.0|scratched-stained|paint| outside mirror right - cover cap|außenspiegel rechts|abdeckkappe|./person/person_1/data/img/grp_Beschädigung-3_num_18_id_156309683.jpg|outside mirror right|cover cap|False|False|./person/person_1/data/annotation/grp_Beschädigung-3_num_18_id_156309683.xml
3195|059821ef-b937-420c-8ad6-f62e52faec89|grp_Beschädigung-2_num_37_id_168320636.jpg|NH|8E|verkratzt / verschürft|wertminderung|rad/reifen - leichtmetallfelge vorn links|80.0|scratched-stained|impairment| wheel / tyre - alloy wheels front left|rad/reifen|leichtmetallfelge vorn links|./person/person_1/data/img/grp_Beschädigung-2_num_37_id_168320636.jpg|wheel / tyre|alloy wheels front left|False|False|./person/person_1/data/annotation/grp_Beschädigung-2_num_37_id_168320636.xml
143913|06b6a4d4-99a3-4614-855c-8ca503843e3c|grp_Beschädigung-5_num_40_id_147248399.jpg|AJ|B4|verkratzt / verschürft|smart repair|stossfänger vorn - spoiler|100.0|scratched-stained|smart repair| bumper front - spoiler|stossfänger vorn|spoiler|./person/person_1/data/img/grp_Beschädigung-5_num_40_id_147248399.jpg|bumper front|spoiler|False|False|./person/person_1/data/annotation/grp_Beschädigung-5_num_40_id_147248399.xml
197981|07c02a36-3c51-4359-88e2-287fd865146e|grp_Beschädigung-5_num_33_id_159986874.jpg|3G|P0|verkratzt / verschürft|smart repair|seitenwand links - seitenwand|120.0|scratched-stained|smart repair| Side wall left - Side wall|seitenwand links|seitenwand|./person/person_1/data/img/grp_Beschädigung-5_num_33_id_159986874.jpg|Side wall left|Side wall|False|False|./person/person_1/data/annotation/grp_Beschädigung-5_num_33_id_159986874.xml
129191|088365a3-4a6d-4cc4-be31-1ca862abeeed|grp_Beschädigung-2_num_27_id_154577654.jpg|5N|2T|verkratzt / verschürft|smart repair|rad/reifen - leichtmetallfelge hinten rechts|120.0|scratched-stained|smart repair| wheel / tyre - alloy wheels behind right|rad/reifen|leichtmetallfelge hinten rechts|./person/person_1/data/img/grp_Beschädigung-2_num_27_id_154577654.jpg|wheel / tyre|alloy wheels behind right|False|False|./person/person_1/data/annotation/grp_Beschädigung-2_num_27_id_154577654.xml
231376|0b3f1004-696b-4ea7-978a-5f855c27f1c2|grp_Beschädigung-4_num_30_id_136286263.jpg|5G|D5|verkratzt / verschürft|auslegen / polieren|tür vorn links - türkante|60.0|scratched-stained|lay out / polish| door front left - door edge|tür vorn links|türkante|./person/person_1/data/img/grp_Beschädigung-4_num_30_id_136286263.jpg|door front left|door edge|False|False|./person/person_1/data/annotation/grp_Beschädigung-4_num_30_id_136286263.xml
248576|0b768ce2-548b-4efa-b85b-2c56c6016259|grp_Beschädigung-2_num_38_id_163805016.jpg|BA|5K|verkratzt / verschürft|lackieren|außenspiegel rechts - abdeckkappe|61.75|scratched-stained|paint| outside mirror right - cover cap|außenspiegel rechts|abdeckkappe|./person/person_1/data/img/grp_Beschädigung-2_num_38_id_163805016.jpg|outside mirror right|cover cap|False|False|./person/person_1/data/annotation/grp_Beschädigung-2_num_38_id_163805016.xml
