Unnamed: 0|uid|bildname|mbv|color|damage|action|part|cost|damage_en|action_en|part_en|part_p1|part_p2|img_file_path|part_p1_en|part_p2_en|dirty|status|ann_file_path
237689|fa36c08b-ecfb-4ee8-8a8e-1f59fd5582b4|grp_Beschädigung-3_num_25_id_165750008.jpg|5G|0R|dellen|sanft instandsetzen|fahrzeugdach - dach|80.0|dent|gently repair| vehicle roof - top|fahrzeugdach|dach|./person/person_5/data/img/grp_Beschädigung-3_num_25_id_165750008.jpg|vehicle roof|top|False|False|./person/person_5/data/annotation/grp_Beschädigung-3_num_25_id_165750008.xml
189875|01f40393-c0a9-4793-ac0d-89ae3ea3e254|grp_Beschädigung-3_num_23_id_152032143.jpg|3G|2T|dellen|sanft instandsetzen|tür hinten rechts - tür|80.0|dent|gently repair| door behind right - door|tür hinten rechts|tür|./person/person_5/data/img/grp_Beschädigung-3_num_23_id_152032143.jpg|door behind right|door|False|False|./person/person_5/data/annotation/grp_Beschädigung-3_num_23_id_152032143.xml
112685|c8c47db2-3ae9-4089-9567-38922d1bd82d|grp_Beschädigung-4_num_35_id_154175425.jpg|1T|8E|dellen|sanft instandsetzen|seitenwand rechts - seitenwand|100.0|dent|gently repair| Side wall right - Side wall|seitenwand rechts|seitenwand|./person/person_5/data/img/grp_Beschädigung-4_num_35_id_154175425.jpg|Side wall right|Side wall|False|False|./person/person_5/data/annotation/grp_Beschädigung-4_num_35_id_154175425.xml
190860|b561c88e-e1d5-4f32-ad57-fb4397057f2b|grp_Beschädigung-3_num_23_id_146699189.jpg|3G|8E|dellen|sanft instandsetzen|tür hinten rechts - tür|80.0|dent|gently repair| door behind right - door|tür hinten rechts|tür|./person/person_5/data/img/grp_Beschädigung-3_num_23_id_146699189.jpg|door behind right|door|False|False|./person/person_5/data/annotation/grp_Beschädigung-3_num_23_id_146699189.xml
208223|f9a742bf-6411-469c-955a-37f23666713e|grp_Beschädigung-1_num_18_id_152255943.jpg|6C|A1|dellen|sanft instandsetzen|fahrzeugdach - dach|90.0|dent|gently repair| vehicle roof - top|fahrzeugdach|dach|./person/person_5/data/img/grp_Beschädigung-1_num_18_id_152255943.jpg|vehicle roof|top|False|False|./person/person_5/data/annotation/grp_Beschädigung-1_num_18_id_152255943.xml
132753|23ccf3ba-22cc-4f75-a5d4-a840a638b748|grp_Beschädigung-7_num_43_id_135122219.jpg|7P|Z2|dellen|smart repair|tür hinten links - tür|120.0|dent|smart repair| door behind left - door|tür hinten links|tür|./person/person_5/data/img/grp_Beschädigung-7_num_43_id_135122219.jpg|door behind left|door|False|False|./person/person_5/data/annotation/grp_Beschädigung-7_num_43_id_135122219.xml
214454|59feff67-97ee-4acf-b298-2eccf1750549|grp_Beschädigung-1_num_27_id_129156467.jpg|7N|2T|dellen|sanft instandsetzen|tür vorn links - tür|80.0|dent|gently repair| door front left - door|tür vorn links|tür|./person/person_5/data/img/grp_Beschädigung-1_num_27_id_129156467.jpg|door front left|door|False|False|./person/person_5/data/annotation/grp_Beschädigung-1_num_27_id_129156467.xml
226320|7f8d95fc-9096-46e6-8afd-3668e3685088|grp_Beschädigung-4_num_24_id_148617699.jpg|12|B4|dellen|sanft instandsetzen|fahrzeugdach - dach|120.0|dent|gently repair| vehicle roof - top|fahrzeugdach|dach|./person/person_5/data/img/grp_Beschädigung-4_num_24_id_148617699.jpg|vehicle roof|top|False|False|./person/person_5/data/annotation/grp_Beschädigung-4_num_24_id_148617699.xml
249072|0074b718-e155-4bde-8fbb-d9e0c53df285|grp_Beschädigung-2_num_24_id_124929223.jpg|BA|Z2|dellen|sanft instandsetzen|tür vorn links - tür|80.0|dent|gently repair| door front left - door|tür vorn links|tür|./person/person_5/data/img/grp_Beschädigung-2_num_24_id_124929223.jpg|door front left|door|False|False|./person/person_5/data/annotation/grp_Beschädigung-2_num_24_id_124929223.xml
35644|d9cdfd0a-b43c-4890-9041-df876fa67ac3|grp_Beschädigung-3_num_18_id_150315987.jpg|KF|B4|dellen|sanft instandsetzen|seitenwand rechts - seitenwand|90.0|dent|gently repair| Side wall right - Side wall|seitenwand rechts|seitenwand|./person/person_5/data/img/grp_Beschädigung-3_num_18_id_150315987.jpg|Side wall right|Side wall|False|False|./person/person_5/data/annotation/grp_Beschädigung-3_num_18_id_150315987.xml
