Unnamed: 0|uid|bildname|mbv|color|damage|action|part|cost|damage_en|action_en|part_en|part_p1|part_p2|img_file_path|part_p1_en|part_p2_en|dirty|status|ann_file_path
64108|2ab1f7b8-fd72-4f3b-be0e-4c1b7b20a78c|grp_Beschädigung-3_num_30_id_159976515.jpg|8R|2Y|steinschlag|erneuern|verglasung - frontscheibe|742.56|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_5/data/img/grp_Beschädigung-3_num_30_id_159976515.jpg|glazing|windshield|False|False|./person/person_5/data/annotation/grp_Beschädigung-3_num_30_id_159976515.xml
62968|f6f8de2c-87f2-46d6-bc2a-d7963ebc4e73|grp_Beschädigung-10_num_40_id_129215079.jpg|8R|L8|steinschlag|erneuern|verglasung - frontscheibe|742.56|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_5/data/img/grp_Beschädigung-10_num_40_id_129215079.jpg|glazing|windshield|False|False|./person/person_5/data/annotation/grp_Beschädigung-10_num_40_id_129215079.xml
243750|bf63d22d-36ed-4b74-8e12-a076aad739f5|grp_Beschädigung-12_num_47_id_154752398.jpg|BA|2T|steinschlag|erneuern|verglasung - frontscheibe|561.68|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_5/data/img/grp_Beschädigung-12_num_47_id_154752398.jpg|glazing|windshield|False|False|./person/person_5/data/annotation/grp_Beschädigung-12_num_47_id_154752398.xml
109138|728a7f4c-c131-4634-b8d7-25731949a7b8|grp_Beschädigung-10_num_71_id_129458340.jpg|1T|8E|steinschlag|erneuern|verglasung - frontscheibe|796.96|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_5/data/img/grp_Beschädigung-10_num_71_id_129458340.jpg|glazing|windshield|False|False|./person/person_5/data/annotation/grp_Beschädigung-10_num_71_id_129458340.xml
10465|805d2e58-827e-4a57-87f4-1ef3589e86f0|grp_Beschädigung-9_num_39_id_132182353.jpg|5E|8T|steinschlag|erneuern|verglasung - frontscheibe|532.44|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_5/data/img/grp_Beschädigung-9_num_39_id_132182353.jpg|glazing|windshield|False|False|./person/person_5/data/annotation/grp_Beschädigung-9_num_39_id_132182353.xml
94007|16ff8ade-3473-4c95-9249-a6c2ee08d3e6|grp_Beschädigung-13_num_43_id_147109625.jpg|7E|B4|steinschlag|erneuern|verglasung - frontscheibe|579.7|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_5/data/img/grp_Beschädigung-13_num_43_id_147109625.jpg|glazing|windshield|False|False|./person/person_5/data/annotation/grp_Beschädigung-13_num_43_id_147109625.xml
270638|cfbffa63-9844-403e-af8f-4c70b080fdf8|grp_Beschädigung-4_num_43_id_160770267.jpg|5G|2T|steinschlag|erneuern|verglasung - frontscheibe|718.08|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_5/data/img/grp_Beschädigung-4_num_43_id_160770267.jpg|glazing|windshield|False|False|./person/person_5/data/annotation/grp_Beschädigung-4_num_43_id_160770267.xml
223379|53f432d6-82fd-4226-81f8-ce74a6b30892|grp_Beschädigung-8_num_35_id_154235649.jpg|12|B4|steinschlag|erneuern|verglasung - frontscheibe|443.7|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_5/data/img/grp_Beschädigung-8_num_35_id_154235649.jpg|glazing|windshield|False|False|./person/person_5/data/annotation/grp_Beschädigung-8_num_35_id_154235649.xml
28093|f5de0d50-0d71-4988-98eb-4daef88856e3|grp_Beschädigung-7_num_43_id_162727451.jpg|5F|L8|steinschlag|erneuern|verglasung - frontscheibe|424.32|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_5/data/img/grp_Beschädigung-7_num_43_id_162727451.jpg|glazing|windshield|False|False|./person/person_5/data/annotation/grp_Beschädigung-7_num_43_id_162727451.xml
267385|2b05bf80-b5ec-4d1f-a613-3ea9069ce4c7|grp_Beschädigung-3_num_21_id_147726806.jpg|5G|5K|steinschlag|erneuern|verglasung - frontscheibe|561.68|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_5/data/img/grp_Beschädigung-3_num_21_id_147726806.jpg|glazing|windshield|False|False|./person/person_5/data/annotation/grp_Beschädigung-3_num_21_id_147726806.xml
275549|f0a54585-10f2-4251-bf2d-72281af1c3cd|grp_Beschädigung-7_num_33_id_151073422.jpg|BA|2T|steinschlag|erneuern|verglasung - frontscheibe|561.68|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_5/data/img/grp_Beschädigung-7_num_33_id_151073422.jpg|glazing|windshield|False|False|./person/person_5/data/annotation/grp_Beschädigung-7_num_33_id_151073422.xml
39291|4eb02830-6a38-4f75-8be6-072470b5448e|grp_Beschädigung-4_num_40_id_165307328.jpg|4G|A2|steinschlag|erneuern|verglasung - frontscheibe|680.68|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_5/data/img/grp_Beschädigung-4_num_40_id_165307328.jpg|glazing|windshield|False|False|./person/person_5/data/annotation/grp_Beschädigung-4_num_40_id_165307328.xml
27112|05441fa1-84f3-4cf8-9ac7-cac3444ca946|grp_Beschädigung-7_num_61_id_161391792.jpg|5F|T4|steinschlag|erneuern|verglasung - frontscheibe|455.0|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_5/data/img/grp_Beschädigung-7_num_61_id_161391792.jpg|glazing|windshield|False|False|./person/person_5/data/annotation/grp_Beschädigung-7_num_61_id_161391792.xml
85552|e820e878-cf8f-4b29-b09f-978113f58383|grp_Beschädigung-9_num_29_id_137693822.jpg|2E|91|steinschlag|erneuern|verglasung - frontscheibe|624.58|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_5/data/img/grp_Beschädigung-9_num_29_id_137693822.jpg|glazing|windshield|False|False|./person/person_5/data/annotation/grp_Beschädigung-9_num_29_id_137693822.xml
11746|645adf87-dc0e-4ccb-a17b-1d4bdec7bb6f|grp_Beschädigung-11_num_28_id_148840522.jpg|5E|4L|steinschlag|erneuern|verglasung - frontscheibe|532.44|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_5/data/img/grp_Beschädigung-11_num_28_id_148840522.jpg|glazing|windshield|False|False|./person/person_5/data/annotation/grp_Beschädigung-11_num_28_id_148840522.xml
21436|7e524094-c8e6-4fde-8c2b-6223a0e3abf9|grp_Beschädigung-4_num_23_id_140727424.jpg|5E|8E|steinschlag|erneuern|verglasung - frontscheibe|532.44|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_5/data/img/grp_Beschädigung-4_num_23_id_140727424.jpg|glazing|windshield|False|False|./person/person_5/data/annotation/grp_Beschädigung-4_num_23_id_140727424.xml
275720|e2356602-b11b-4336-bac7-ca9f42560f48|grp_Beschädigung-4_num_24_id_156147823.jpg|BA|8E|steinschlag|auslegen / polieren|fahrzeugdach - dachholm links|20.0|stone_fall|lay out / polish| vehicle roof - roof spar left|fahrzeugdach|dachholm links|./person/person_5/data/img/grp_Beschädigung-4_num_24_id_156147823.jpg|vehicle roof|roof spar left|False|False|./person/person_5/data/annotation/grp_Beschädigung-4_num_24_id_156147823.xml
97614|75fb0cf8-8ca5-4d8c-9883-18ad1a8cbba4|grp_Beschädigung-6_num_21_id_126350759.jpg|SG|B4|steinschlag|erneuern|verglasung - frontscheibe|590.0|stone_fall|renew| glazing - windshield|verglasung|frontscheibe|./person/person_5/data/img/grp_Beschädigung-6_num_21_id_126350759.jpg|glazing|windshield|False|False|./person/person_5/data/annotation/grp_Beschädigung-6_num_21_id_126350759.xml
