Gutachter,Akten-ID,Damage-ID,Image,Location,Specific Location,Detailed Location,Damage,Repair Action,Cost,Undervalue,Description,status,dirty,action,damage,uid,part,part_p1,part_p2,bildname,damage_en,action_en,part_en,part_p1_en,part_p2_en,img_file_path,ann_file_path
TUEV Sued,2020041279,8,2020041279-Beschaedigung_8:_Interieur:_Getraenkehalter_Mitte__-_gebrochen_|_gerissen_-_erneuern_58.jpg,Interieur,Getraenkehalter Mitte,None,gebrochen / gerissen,erneuern,173.49,173.49,Getraenkehalter Mitte - gebrochen / gerissen - erneuern,False,False,erneuern,gebrochen / gerissen,2020041279,Interieur,Getraenkehalter Mitte,None,2020041279-Beschädigung-8-58.jpg,Broken / torn,renew,interior,Gear hole middle,None,./person/w3/image/2020041279-Beschädigung-8-58.jpg,./person/w3/data/annotation/2020041279-Beschädigung-8-58.xml
TUEV Sued,2016049999,13,2016049999-Beschaedigung_13:_Karosserie:_Unterbodenverkleidung__-_gebrochen_|_gerissen_-_erneuern_60.jpg,Karosserie,Unterbodenverkleidung,None,gebrochen / gerissen,erneuern,110.0,110.0,Unterbodenverkleidung - gebrochen / gerissen - erneuern,False,False,erneuern,gebrochen / gerissen,2016049999,Karosserie,Unterbodenverkleidung,None,2016049999-Beschädigung-13-60.jpg,Broken / torn,renew,body,Underbody trim,None,./person/w3/image/2016049999-Beschädigung-13-60.jpg,./person/w3/data/annotation/2016049999-Beschädigung-13-60.xml
TUEV Sued,2016021065,7,2016021065-Beschaedigung_7:_Stossfaenger_vorn:_Spoiler__-_gebrochen_|_gerissen_-_erneuern_47.jpg,Stossfaenger vorn,Spoiler,None,gebrochen / gerissen,erneuern,107.1,50.0,Spoiler - gebrochen / gerissen - erneuern,False,False,erneuern,gebrochen / gerissen,2016021065,Stossfaenger vorn,Spoiler,None,2016021065-Beschädigung-7-47.jpg,Broken / torn,renew,Shearful front,spoiler,None,./person/w3/image/2016021065-Beschädigung-7-47.jpg,./person/w3/data/annotation/2016021065-Beschädigung-7-47.xml
TUEV Sued,2020063905,1,2020063905-Beschaedigung_1:_Außenspiegel_rechts:_Abdeckkappe__-_gebrochen_|_gerissen_-_erneuern_31.jpg,Außenspiegel rechts,Abdeckkappe,None,gebrochen / gerissen,erneuern,51.68,51.68,Abdeckkappe - gebrochen / gerissen - erneuern,False,False,erneuern,gebrochen / gerissen,2020063905,Außenspiegel rechts,Abdeckkappe,None,2020063905-Beschädigung-1-31.jpg,Broken / torn,renew,Exterior mirror right,Cap,None,./person/w3/image/2020063905-Beschädigung-1-31.jpg,./person/w3/data/annotation/2020063905-Beschädigung-1-31.xml
TUEV Sued,2018089165,4,2018089165-Beschaedigung_4:_Verglasung:_Frontscheibe__-_gebrochen_|_gerissen_-_erneuern_33.jpg,Verglasung,Frontscheibe,None,gebrochen / gerissen,erneuern,778.24,778.24,Frontscheibe - gebrochen / gerissen - erneuern,False,False,erneuern,gebrochen / gerissen,2018089165,Verglasung,Frontscheibe,None,2018089165-Beschädigung-4-33.jpg,Broken / torn,renew,glazing,Windscreen,None,./person/w3/image/2018089165-Beschädigung-4-33.jpg,./person/w3/data/annotation/2018089165-Beschädigung-4-33.xml
TUEV Sued,2019213616,2,2019213616-Beschaedigung_2:_Fahrzeugdach:_Schiebedach_|_Glas____(Ablagefach_|Brillenfach)____-_gebrochen_|_gerissen_-_erneuern_29.jpg,Fahrzeugdach,Schiebedach / Glas,Ablagefach /Brillenfach,gebrochen / gerissen,erneuern,80.0,80.0,Schiebedach / Glas (Ablagefach /Brillenfach) - gebrochen / gerissen - erneuern,False,False,erneuern,gebrochen / gerissen,2019213616,Fahrzeugdach,Schiebedach / Glas,Ablagefach /Brillenfach,2019213616-Beschädigung-2-29.jpg,Broken / torn,renew,Vehicle roof,Sunroof / glass,Storage compartment / eyeglass tray,./person/w3/image/2019213616-Beschädigung-2-29.jpg,./person/w3/data/annotation/2019213616-Beschädigung-2-29.xml
TUEV Sued,2015126596,4,2015126596-Beschaedigung_4:_Nebelleuchte:_Nebelleuchte_vorn_rechts____(im_Glas)____-_gebrochen_|_gerissen_-_erneuern_30.jpg,Nebelleuchte,Nebelleuchte vorn rechts,im Glas,gebrochen / gerissen,erneuern,133.28,133.28,Nebelleuchte vorn rechts (im Glas) - gebrochen / gerissen - erneuern,False,False,erneuern,gebrochen / gerissen,2015126596,Nebelleuchte,Nebelleuchte vorn rechts,im Glas,2015126596-Beschädigung-4-30.jpg,Broken / torn,renew,Fog light,Nebelluche front right,In the glas,./person/w3/image/2015126596-Beschädigung-4-30.jpg,./person/w3/data/annotation/2015126596-Beschädigung-4-30.xml
TUEV Sued,2020079692,1,2020079692-Beschaedigung_1:_Heckklappe|-tuer:_Reflektoren__-_gebrochen_|_gerissen_-_erneuern_26.jpg,Heckklappe/-tuer,Reflektoren,None,gebrochen / gerissen,erneuern,25.0,25.0,Reflektoren - gebrochen / gerissen - erneuern,False,False,erneuern,gebrochen / gerissen,2020079692,Heckklappe/-tuer,Reflektoren,None,2020079692-Beschädigung-1-26.jpg,Broken / torn,renew,Tailgate / tuer,Reflectors,None,./person/w3/image/2020079692-Beschädigung-1-26.jpg,./person/w3/data/annotation/2020079692-Beschädigung-1-26.xml
TUEV Sued,2019205724,1,2019205724-Beschaedigung_1:_Außenspiegel_links:_Außenspiegel_elektrisch__-_gebrochen_|_gerissen_-_erneuern_28.jpg,Außenspiegel links,Außenspiegel elektrisch,None,gebrochen / gerissen,erneuern,659.27,659.27,Außenspiegel elektrisch - gebrochen / gerissen - erneuern,False,False,erneuern,gebrochen / gerissen,2019205724,Außenspiegel links,Außenspiegel elektrisch,None,2019205724-Beschädigung-1-28.jpg,Broken / torn,renew,Exterior mirror left,Exterior mirror electrical,None,./person/w3/image/2019205724-Beschädigung-1-28.jpg,./person/w3/data/annotation/2019205724-Beschädigung-1-28.xml
TUEV Sued,2016008979,9,2016008979-Beschaedigung_9:_Stossfaenger_hinten:_Stossfaenger_hinten__-_gebrochen_|_gerissen_-_erneuern_51.jpg,Stossfaenger hinten,Stossfaenger hinten,None,gebrochen / gerissen,erneuern,424.12,229.54,Stossfaenger hinten - gebrochen / gerissen - erneuern,False,False,erneuern,gebrochen / gerissen,2016008979,Stossfaenger hinten,Stossfaenger hinten,None,2016008979-Beschädigung-9-51.jpg,Broken / torn,renew,Rear bumper,Rear bumper,None,./person/w3/image/2016008979-Beschädigung-9-51.jpg,./person/w3/data/annotation/2016008979-Beschädigung-9-51.xml
