Gutachter,Akten-ID,Damage-ID,Image,Location,Specific Location,Detailed Location,Damage,Repair Action,Cost,Undervalue,Description,status,dirty,action,damage,uid,part,part_p1,part_p2,bildname,damage_en,action_en,part_en,part_p1_en,part_p2_en,img_file_path,ann_file_path
TUEV Sued,2015029841,11,2015029841-Beschaedigung_11:_Fahrzeugdach:_Dach____(Vogelkotveraetzung)____-_Lackmangel_-_instandsetzen_und_lackieren_66.jpg,Fahrzeugdach,Dach,Vogelkotveraetzung,Lackmangel,instandsetzen und lackieren,729.62,272.47,Dach (Vogelkotveraetzung) - Lackmangel - instandsetzen und lackieren,False,False,instandsetzen und lackieren,Lackmangel,2015029841,Fahrzeugdach,Dach,Vogelkotveraetzung,2015029841-Beschädigung-11-66.jpg,Lack of paint,Repair and paint,Vehicle roof,roof,Birdcot composition,./person/w3/image/2015029841-Beschädigung-11-66.jpg,./person/w3/data/annotation/2015029841-Beschädigung-11-66.xml
TUEV Sued,2016013480,1,2016013480-Beschaedigung_1:_Rad|Reifen:_Radblendensatz_komplett__-_Lackmangel_-_erneuern_40.jpg,Rad/Reifen,Radblendensatz komplett,None,Lackmangel,erneuern,96.0,50.0,Radblendensatz komplett - Lackmangel - erneuern,False,False,erneuern,Lackmangel,2016013480,Rad/Reifen,Radblendensatz komplett,None,2016013480-Beschädigung-1-40.jpg,Lack of paint,renew,Wheel / tire,Wheel cover set complete,None,./person/w3/image/2016013480-Beschädigung-1-40.jpg,./person/w3/data/annotation/2016013480-Beschädigung-1-40.xml
TUEV Sued,2018195064,6,2018195064-Beschaedigung_6:_Motorhaube:_Motorhaube____(Steinschlaege_und)____-_Lackmangel_-_lackieren_37.jpg,Motorhaube,Motorhaube,Steinschlaege und,Lackmangel,lackieren,441.57,439.95,Motorhaube (Steinschlaege und) - Lackmangel - lackieren,False,False,lackieren,Lackmangel,2018195064,Motorhaube,Motorhaube,Steinschlaege und,2018195064-Beschädigung-6-37.jpg,Lack of paint,paint,Engine Hood,Engine Hood,Stone slides and,./person/w3/image/2018195064-Beschädigung-6-37.jpg,./person/w3/data/annotation/2018195064-Beschädigung-6-37.xml
TUEV Sued,2020262260,1,2020262260-Beschaedigung_1:_Stossfaenger_vorn:_Stossfaenger_vorn__-_Lackmangel_-_auslegen_|_polieren_38.jpg,Stossfaenger vorn,Stossfaenger vorn,None,Lackmangel,auslegen / polieren,0.0,0.0,Stossfaenger vorn - Lackmangel - auslegen / polieren,False,False,auslegen / polieren,Lackmangel,2020262260,Stossfaenger vorn,Stossfaenger vorn,None,2020262260-Beschädigung-1-38.jpg,Lack of paint,Lay out / polish,Shearful front,Shearful front,None,./person/w3/image/2020262260-Beschädigung-1-38.jpg,./person/w3/data/annotation/2020262260-Beschädigung-1-38.xml
TUEV Sued,2016085056,2,2016085056-Beschaedigung_2:_Tuer_hinten_rechts:_Tuer__-_Lackmangel_-_auslegen_|_polieren_35.jpg,Tuer hinten rechts,Tuer,None,Lackmangel,auslegen / polieren,30.0,30.0,Tuer - Lackmangel - auslegen / polieren,False,False,auslegen / polieren,Lackmangel,2016085056,Tuer hinten rechts,Tuer,None,2016085056-Beschädigung-2-35.jpg,Lack of paint,Lay out / polish,Rear right,Door,None,./person/w3/image/2016085056-Beschädigung-2-35.jpg,./person/w3/data/annotation/2016085056-Beschädigung-2-35.xml
TUEV Sued,2019197605,1,2019197605-Beschaedigung_1:_Tuer_vorn_links:_Tuer__-_Lackmangel_-_Smart_Repair_40.jpg,Tuer vorn links,Tuer,None,Lackmangel,Smart Repair,80.0,80.0,Tuer - Lackmangel - Smart Repair,False,False,Smart Repair,Lackmangel,2019197605,Tuer vorn links,Tuer,None,2019197605-Beschädigung-1-40.jpg,Lack of paint,Smart Repair,Tower left,Door,None,./person/w3/image/2019197605-Beschädigung-1-40.jpg,./person/w3/data/annotation/2019197605-Beschädigung-1-40.xml
TUEV Sued,2015119465,4,2015119465-Beschaedigung_4:_Seitenwand_rechts:_Seitenwand__-_Lackmangel_-_Politur|Innenraumreinigung_47.jpg,Seitenwand rechts,Seitenwand,None,Lackmangel,Politur/Innenraumreinigung,30.0,30.0,Seitenwand - Lackmangel - Politur/Innenraumreinigung,False,False,Politur/Innenraumreinigung,Lackmangel,2015119465,Seitenwand rechts,Seitenwand,None,2015119465-Beschädigung-4-47.jpg,Lack of paint,Polish / interior cleaning,sidewall right,Side wall,None,./person/w3/image/2015119465-Beschädigung-4-47.jpg,./person/w3/data/annotation/2015119465-Beschädigung-4-47.xml
TUEV Sued,2015097151,3,2015097151-Beschaedigung_3:_Stossfaenger_vorn:_Stossfaenger_vorn____(Laeufer)____-_Lackmangel_-_instandsetzen_und_lackieren_36.jpg,Stossfaenger vorn,Stossfaenger vorn,Laeufer,Lackmangel,instandsetzen und lackieren,456.2,215.11,Stossfaenger vorn (Laeufer) - Lackmangel - instandsetzen und lackieren,False,False,instandsetzen und lackieren,Lackmangel,2015097151,Stossfaenger vorn,Stossfaenger vorn,Laeufer,2015097151-Beschädigung-3-36.jpg,Lack of paint,Repair and paint,Shearful front,Shearful front,Runner,./person/w3/image/2015097151-Beschädigung-3-36.jpg,./person/w3/data/annotation/2015097151-Beschädigung-3-36.xml
TUEV Sued,2016061217,2,2016061217-Beschaedigung_2:_Motorhaube:_Motorhaube____(Veraetzungen)____-_Lackmangel_-_aufbereiten_33.jpg,Motorhaube,Motorhaube,Veraetzungen,Lackmangel,aufbereiten,40.0,40.0,Motorhaube (Veraetzungen) - Lackmangel - aufbereiten,False,False,aufbereiten,Lackmangel,2016061217,Motorhaube,Motorhaube,Veraetzungen,2016061217-Beschädigung-2-33.jpg,Lack of paint,processing,Engine Hood,Engine Hood,Acid burns,./person/w3/image/2016061217-Beschädigung-2-33.jpg,./person/w3/data/annotation/2016061217-Beschädigung-2-33.xml
TUEV Sued,2020287874,6,2020287874-Beschaedigung_6:_Tuer_hinten_rechts:_Tuer__-_Lackmangel_-_instandsetzen_und_lackieren_45.jpg,Tuer hinten rechts,Tuer,None,Lackmangel,instandsetzen und lackieren,367.35,196.6,Tuer - Lackmangel - instandsetzen und lackieren,False,False,instandsetzen und lackieren,Lackmangel,2020287874,Tuer hinten rechts,Tuer,None,2020287874-Beschädigung-6-45.jpg,Lack of paint,Repair and paint,Rear right,Door,None,./person/w3/image/2020287874-Beschädigung-6-45.jpg,./person/w3/data/annotation/2020287874-Beschädigung-6-45.xml
