Gutachter,Akten-ID,Damage-ID,Image,Location,Specific Location,Detailed Location,Damage,Repair Action,Cost,Undervalue,Description,status,dirty,action,damage,uid,part,part_p1,part_p2,bildname,damage_en,action_en,part_en,part_p1_en,part_p2_en,img_file_path,ann_file_path
TUEV Sued,2019291934,3,2019291934-Beschaedigung_3:_Bremsanlage:_Bremsscheiben_und_Belaege_vorn____(Tragbild_unzureichend)____-_Korrosion_-_erneuern_36.jpg,Bremsanlage,Bremsscheiben und Belaege vorn,Tragbild unzureichend,Korrosion,erneuern,639.54,639.54,Bremsscheiben und Belaege vorn (Tragbild unzureichend) - Korrosion - erneuern,False,False,erneuern,Korrosion,2019291934,Bremsanlage,Bremsscheiben und Belaege vorn,Tragbild unzureichend,2019291934-Beschädigung-3-36.jpg,corrosion,renew,Brake system,Brake discs and bubbles front,Load picture insufficient,./person/w3/image/2019291934-Beschädigung-3-36.jpg,./person/w3/data/annotation/2019291934-Beschädigung-3-36.xml
TUEV Sued,2015046149,7,2015046149-Beschaedigung_7:_Heckklappe|-tuer:_Heckklappe__-_Korrosion_-_lackieren_40.jpg,Heckklappe/-tuer,Heckklappe,None,Korrosion,lackieren,440.54,169.95,Heckklappe - Korrosion - lackieren,False,False,lackieren,Korrosion,2015046149,Heckklappe/-tuer,Heckklappe,None,2015046149-Beschädigung-7-40.jpg,corrosion,paint,Tailgate / tuer,Tailgate,None,./person/w3/image/2015046149-Beschädigung-7-40.jpg,./person/w3/data/annotation/2015046149-Beschädigung-7-40.xml
TUEV Sued,2017110161,7,2017110161-Beschaedigung_7:_Fahrzeugdach:_Dachholm_links__-_Korrosion_-_Smart_Repair_41.jpg,Fahrzeugdach,Dachholm links,None,Korrosion,Smart Repair,120.0,120.0,Dachholm links - Korrosion - Smart Repair,False,False,Smart Repair,Korrosion,2017110161,Fahrzeugdach,Dachholm links,None,2017110161-Beschädigung-7-41.jpg,corrosion,Smart Repair,Vehicle roof,Dachholm left,None,./person/w3/image/2017110161-Beschädigung-7-41.jpg,./person/w3/data/annotation/2017110161-Beschädigung-7-41.xml
TUEV Sued,2016056006,2,2016056006-Beschaedigung_2:_Motorhaube:_Motorhaube__-_Korrosion_-_instandsetzen_und_lackieren_32.jpg,Motorhaube,Motorhaube,None,Korrosion,instandsetzen und lackieren,302.23,117.56,Motorhaube - Korrosion - instandsetzen und lackieren,False,False,instandsetzen und lackieren,Korrosion,2016056006,Motorhaube,Motorhaube,None,2016056006-Beschädigung-2-32.jpg,corrosion,Repair and paint,Engine Hood,Engine Hood,None,./person/w3/image/2016056006-Beschädigung-2-32.jpg,./person/w3/data/annotation/2016056006-Beschädigung-2-32.xml
TUEV Sued,2019246928,6,2019246928-Beschaedigung_6:_Bremsanlage:_Bremsscheiben_und_Belaege_hinten____(Tragbild_der_Bremsscheiben)____-_Korrosion_-_erneuern_54.jpg,Bremsanlage,Bremsscheiben und Belaege hinten,Tragbild der Bremsscheiben,Korrosion,erneuern,322.66,322.66,Bremsscheiben und Belaege hinten (Tragbild der Bremsscheiben) - Korrosion - erneuern,False,False,erneuern,Korrosion,2019246928,Bremsanlage,Bremsscheiben und Belaege hinten,Tragbild der Bremsscheiben,2019246928-Beschädigung-6-54.jpg,corrosion,renew,Brake system,Brake Discs and Belae Rear,Load image of the brake discs,./person/w3/image/2019246928-Beschädigung-6-54.jpg,./person/w3/data/annotation/2019246928-Beschädigung-6-54.xml
TUEV Sued,2015104742,2,2015104742-Beschaedigung_2:_Bremsanlage:_Bremsscheiben_und_Belaege_hinten____(Tragbild_unzureichend)____-_Korrosion_-_erneuern_33.jpg,Bremsanlage,Bremsscheiben und Belaege hinten,Tragbild unzureichend,Korrosion,erneuern,388.62,388.62,Bremsscheiben und Belaege hinten (Tragbild unzureichend) - Korrosion - erneuern,False,False,erneuern,Korrosion,2015104742,Bremsanlage,Bremsscheiben und Belaege hinten,Tragbild unzureichend,2015104742-Beschädigung-2-33.jpg,corrosion,renew,Brake system,Brake Discs and Belae Rear,Load picture insufficient,./person/w3/image/2015104742-Beschädigung-2-33.jpg,./person/w3/data/annotation/2015104742-Beschädigung-2-33.xml
TUEV Sued,2015089981,8,2015089981-Beschaedigung_8:_Heckklappe|-tuer:_Heckklappe__-_Korrosion_-_instandsetzen_und_lackieren_51.jpg,Heckklappe/-tuer,Heckklappe,None,Korrosion,instandsetzen und lackieren,459.88,459.88,Heckklappe - Korrosion - instandsetzen und lackieren,False,False,instandsetzen und lackieren,Korrosion,2015089981,Heckklappe/-tuer,Heckklappe,None,2015089981-Beschädigung-8-51.jpg,corrosion,Repair and paint,Tailgate / tuer,Tailgate,None,./person/w3/image/2015089981-Beschädigung-8-51.jpg,./person/w3/data/annotation/2015089981-Beschädigung-8-51.xml
TUEV Sued,2020081879,5,2020081879-Beschaedigung_5:_Heckklappe|-tuer:_Heckklappe__-_Korrosion_-_lackieren_31.jpg,Heckklappe/-tuer,Heckklappe,None,Korrosion,lackieren,497.22,261.66,Heckklappe - Korrosion - lackieren,False,False,lackieren,Korrosion,2020081879,Heckklappe/-tuer,Heckklappe,None,2020081879-Beschädigung-5-31.jpg,corrosion,paint,Tailgate / tuer,Tailgate,None,./person/w3/image/2020081879-Beschädigung-5-31.jpg,./person/w3/data/annotation/2020081879-Beschädigung-5-31.xml
TUEV Sued,2019284066,4,2019284066-Beschaedigung_4:_Bremsanlage:_Bremsscheiben_und_Belaege_hinten____(Tragbild_unzureichend)____-_Korrosion_-_erneuern_34.jpg,Bremsanlage,Bremsscheiben und Belaege hinten,Tragbild unzureichend,Korrosion,erneuern,539.24,539.24,Bremsscheiben und Belaege hinten (Tragbild unzureichend) - Korrosion - erneuern,False,False,erneuern,Korrosion,2019284066,Bremsanlage,Bremsscheiben und Belaege hinten,Tragbild unzureichend,2019284066-Beschädigung-4-34.jpg,corrosion,renew,Brake system,Brake Discs and Belae Rear,Load picture insufficient,./person/w3/image/2019284066-Beschädigung-4-34.jpg,./person/w3/data/annotation/2019284066-Beschädigung-4-34.xml
TUEV Sued,2019267084,12,2019267084-Beschaedigung_12:_Tuer_hinten_rechts:_Tuer__-_Korrosion_-_instandsetzen_und_lackieren_37.jpg,Tuer hinten rechts,Tuer,None,Korrosion,instandsetzen und lackieren,522.93,222.82,Tuer - Korrosion - instandsetzen und lackieren,False,False,instandsetzen und lackieren,Korrosion,2019267084,Tuer hinten rechts,Tuer,None,2019267084-Beschädigung-12-37.jpg,corrosion,Repair and paint,Rear right,Door,None,./person/w3/image/2019267084-Beschädigung-12-37.jpg,./person/w3/data/annotation/2019267084-Beschädigung-12-37.xml
