Gutachter,Akten-ID,Damage-ID,Image,Location,Specific Location,Detailed Location,Damage,Repair Action,Cost,Undervalue,Description,status,dirty,action,damage,uid,part,part_p1,part_p2,bildname,damage_en,action_en,part_en,part_p1_en,part_p2_en,img_file_path,ann_file_path
TUEV Sued,2017074608,2,2017074608-Beschaedigung_2:_Motorhaube:_Motorhaube__-_Delle_|_Lackschaden_-_Smart_Repair_31.jpg,Motorhaube,Motorhaube,None,Delle / Lackschaden,Smart Repair,120.0,120.0,Motorhaube - Delle / Lackschaden - Smart Repair,False,False,Smart Repair,Delle / Lackschaden,2017074608,Motorhaube,Motorhaube,None,2017074608-Beschädigung-2-31.jpg,Delle / paint damage,Smart Repair,Engine Hood,Engine Hood,None,./person/w3/image/2017074608-Beschädigung-2-31.jpg,./person/w3/data/annotation/2017074608-Beschädigung-2-31.xml
TUEV Sued,2019279496,10,2019279496-Beschaedigung_10:_Motorhaube:_Motorhaube____(Delle|Lackschaden_und_mehrere_Lackmaengel)____-_Delle_|_Lackschaden_-_instandsetzen_und_lackieren_57.jpg,Motorhaube,Motorhaube,Delle/Lackschaden und mehrere Lackmaengel,Delle / Lackschaden,instandsetzen und lackieren,450.0,450.0,Motorhaube (Delle/Lackschaden und mehrere Lackmaengel) - Delle / Lackschaden - instandsetzen und lackieren,False,False,instandsetzen und lackieren,Delle / Lackschaden,2019279496,Motorhaube,Motorhaube,Delle/Lackschaden und mehrere Lackmaengel,2019279496-Beschädigung-10-57.jpg,Delle / paint damage,Repair and paint,Engine Hood,Engine Hood,Delle / paint damage and several varnish,./person/w3/image/2019279496-Beschädigung-10-57.jpg,./person/w3/data/annotation/2019279496-Beschädigung-10-57.xml
TUEV Sued,2015030439,7,2015030439-Beschaedigung_7:_Motorhaube:_Motorhaube__-_Delle_|_Lackschaden_-_instandsetzen_und_lackieren_33.jpg,Motorhaube,Motorhaube,None,Delle / Lackschaden,instandsetzen und lackieren,427.77,186.19,Motorhaube - Delle / Lackschaden - instandsetzen und lackieren,False,False,instandsetzen und lackieren,Delle / Lackschaden,2015030439,Motorhaube,Motorhaube,None,2015030439-Beschädigung-7-33.jpg,Delle / paint damage,Repair and paint,Engine Hood,Engine Hood,None,./person/w3/image/2015030439-Beschädigung-7-33.jpg,./person/w3/data/annotation/2015030439-Beschädigung-7-33.xml
TUEV Sued,2019232951,3,2019232951-Beschaedigung_3:_Seitenwand_rechts:_Seitenwand__-_Delle_|_Lackschaden_-_Smart_Repair_26.jpg,Seitenwand rechts,Seitenwand,None,Delle / Lackschaden,Smart Repair,130.0,130.0,Seitenwand - Delle / Lackschaden - Smart Repair,False,False,Smart Repair,Delle / Lackschaden,2019232951,Seitenwand rechts,Seitenwand,None,2019232951-Beschädigung-3-26.jpg,Delle / paint damage,Smart Repair,sidewall right,Side wall,None,./person/w3/image/2019232951-Beschädigung-3-26.jpg,./person/w3/data/annotation/2019232951-Beschädigung-3-26.xml
TUEV Sued,2016019672,3,2016019672-Beschaedigung_3:_Tuer_vorn_rechts:_Tuer__-_Delle_|_Lackschaden_-_Smart_Repair_47.jpg,Tuer vorn rechts,Tuer,None,Delle / Lackschaden,Smart Repair,100.0,100.0,Tuer - Delle / Lackschaden - Smart Repair,False,False,Smart Repair,Delle / Lackschaden,2016019672,Tuer vorn rechts,Tuer,None,2016019672-Beschädigung-3-47.jpg,Delle / paint damage,Smart Repair,Tower right,Door,None,./person/w3/image/2016019672-Beschädigung-3-47.jpg,./person/w3/data/annotation/2016019672-Beschädigung-3-47.xml
TUEV Sued,2019091843,1,2019091843-Beschaedigung_1:_Tuer_vorn_links:_Tuer__-_Delle_|_Lackschaden_-_instandsetzen_und_lackieren_22.jpg,Tuer vorn links,Tuer,None,Delle / Lackschaden,instandsetzen und lackieren,506.4,435.08,Tuer - Delle / Lackschaden - instandsetzen und lackieren,False,False,instandsetzen und lackieren,Delle / Lackschaden,2019091843,Tuer vorn links,Tuer,None,2019091843-Beschädigung-1-22.jpg,Delle / paint damage,Repair and paint,Tower left,Door,None,./person/w3/image/2019091843-Beschädigung-1-22.jpg,./person/w3/data/annotation/2019091843-Beschädigung-1-22.xml
TUEV Sued,2015057818,8,2015057818-Beschaedigung_8:_Tuer_vorn_links:_Tuer__-_Delle_|_Lackschaden_-_instandsetzen_und_lackieren_60.jpg,Tuer vorn links,Tuer,None,Delle / Lackschaden,instandsetzen und lackieren,318.13,165.67,Tuer - Delle / Lackschaden - instandsetzen und lackieren,False,False,instandsetzen und lackieren,Delle / Lackschaden,2015057818,Tuer vorn links,Tuer,None,2015057818-Beschädigung-8-60.jpg,Delle / paint damage,Repair and paint,Tower left,Door,None,./person/w3/image/2015057818-Beschädigung-8-60.jpg,./person/w3/data/annotation/2015057818-Beschädigung-8-60.xml
TUEV Sued,2015087270,15,2015087270-Beschaedigung_15:_Seitenwand_rechts:_Seitenwand__-_Delle_|_Lackschaden_-_instandsetzen_und_lackieren_68.jpg,Seitenwand rechts,Seitenwand,None,Delle / Lackschaden,instandsetzen und lackieren,301.58,129.36,Seitenwand - Delle / Lackschaden - instandsetzen und lackieren,False,False,instandsetzen und lackieren,Delle / Lackschaden,2015087270,Seitenwand rechts,Seitenwand,None,2015087270-Beschädigung-15-68.jpg,Delle / paint damage,Repair and paint,sidewall right,Side wall,None,./person/w3/image/2015087270-Beschädigung-15-68.jpg,./person/w3/data/annotation/2015087270-Beschädigung-15-68.xml
TUEV Sued,2019083711,5,2019083711-Beschaedigung_5:_Schweller_links:_Schweller__-_Delle_|_Lackschaden_-_Smart_Repair_42.jpg,Schweller links,Schweller,None,Delle / Lackschaden,Smart Repair,120.0,120.0,Schweller - Delle / Lackschaden - Smart Repair,False,False,Smart Repair,Delle / Lackschaden,2019083711,Schweller links,Schweller,None,2019083711-Beschädigung-5-42.jpg,Delle / paint damage,Smart Repair,Sills left,Sill,None,./person/w3/image/2019083711-Beschädigung-5-42.jpg,./person/w3/data/annotation/2019083711-Beschädigung-5-42.xml
TUEV Sued,2015111067,9,2015111067-Beschaedigung_9:_Schweller_rechts:_Einstieg__-_Delle_|_Lackschaden_-_instandsetzen_und_lackieren_52.jpg,Schweller rechts,Einstieg,None,Delle / Lackschaden,instandsetzen und lackieren,284.13,111.84,Einstieg - Delle / Lackschaden - instandsetzen und lackieren,False,False,instandsetzen und lackieren,Delle / Lackschaden,2015111067,Schweller rechts,Einstieg,None,2015111067-Beschädigung-9-52.jpg,Delle / paint damage,Repair and paint,Slighter right,Started,None,./person/w3/image/2015111067-Beschädigung-9-52.jpg,./person/w3/data/annotation/2015111067-Beschädigung-9-52.xml
