Gutachter,Akten-ID,Damage-ID,Image,Location,Specific Location,Detailed Location,Damage,Repair Action,Cost,Undervalue,Description,status,dirty,action,damage,uid,part,part_p1,part_p2,bildname,damage_en,action_en,part_en,part_p1_en,part_p2_en,img_file_path,ann_file_path
TUEV Sued,2020114513,4,2020114513-Beschaedigung_4:_Interieur:_Innenraum__-_verschmutzt_-_reinigen_46.jpg,Interieur,Innenraum,None,verschmutzt,reinigen,100.0,48.0,Innenraum - verschmutzt - reinigen,False,False,reinigen,verschmutzt,2020114513,Interieur,Innenraum,None,2020114513-Beschädigung-4-46.jpg,dirty,to clean,interior,inner space,None,./person/w3/image/2020114513-Beschädigung-4-46.jpg,./person/w3/data/annotation/2020114513-Beschädigung-4-46.xml
TUEV Sued,2019155880,7,2019155880-Beschaedigung_7:_Interieur:_Innenraum__-_verschmutzt_-_aufbereiten_33.jpg,Interieur,Innenraum,None,verschmutzt,aufbereiten,300.0,255.0,Innenraum - verschmutzt - aufbereiten,False,False,aufbereiten,verschmutzt,2019155880,Interieur,Innenraum,None,2019155880-Beschädigung-7-33.jpg,dirty,processing,interior,inner space,None,./person/w3/image/2019155880-Beschädigung-7-33.jpg,./person/w3/data/annotation/2019155880-Beschädigung-7-33.xml
TUEV Sued,2015042026,9,2015042026-Beschaedigung_9:_Interieur:_Innenraum__-_verschmutzt_-_aufbereiten_57.jpg,Interieur,Innenraum,None,verschmutzt,aufbereiten,100.0,38.0,Innenraum - verschmutzt - aufbereiten,False,False,aufbereiten,verschmutzt,2015042026,Interieur,Innenraum,None,2015042026-Beschädigung-9-57.jpg,dirty,processing,interior,inner space,None,./person/w3/image/2015042026-Beschädigung-9-57.jpg,./person/w3/data/annotation/2015042026-Beschädigung-9-57.xml
TUEV Sued,2019045811,5,2019045811-Beschaedigung_5:_Interieur:_Innenraum__-_verschmutzt_-_reinigen_37.jpg,Interieur,Innenraum,None,verschmutzt,reinigen,100.0,90.0,Innenraum - verschmutzt - reinigen,False,False,reinigen,verschmutzt,2019045811,Interieur,Innenraum,None,2019045811-Beschädigung-5-37.jpg,dirty,to clean,interior,inner space,None,./person/w3/image/2019045811-Beschädigung-5-37.jpg,./person/w3/data/annotation/2019045811-Beschädigung-5-37.xml
TUEV Sued,2015123105,9,2015123105-Beschaedigung_9:_Sitz_vorn:_Sitzbezug_links__-_verschmutzt_-_erneuern_58.jpg,Sitz vorn,Sitzbezug links,None,verschmutzt,erneuern,300.0,300.0,Sitzbezug links - verschmutzt - erneuern,False,False,erneuern,verschmutzt,2015123105,Sitz vorn,Sitzbezug links,None,2015123105-Beschädigung-9-58.jpg,dirty,renew,Seat,Seat cover left,None,./person/w3/image/2015123105-Beschädigung-9-58.jpg,./person/w3/data/annotation/2015123105-Beschädigung-9-58.xml
TUEV Sued,2019126222,2,2019126222-Beschaedigung_2:_Interieur:_Innenraum__-_verschmutzt_-_reinigen_38.jpg,Interieur,Innenraum,None,verschmutzt,reinigen,100.0,90.0,Innenraum - verschmutzt - reinigen,False,False,reinigen,verschmutzt,2019126222,Interieur,Innenraum,None,2019126222-Beschädigung-2-38.jpg,dirty,to clean,interior,inner space,None,./person/w3/image/2019126222-Beschädigung-2-38.jpg,./person/w3/data/annotation/2019126222-Beschädigung-2-38.xml
TUEV Sued,2019279495,4,2019279495-Beschaedigung_4:_Interieur:_Innenraum__-_verschmutzt_-_reinigen_38.jpg,Interieur,Innenraum,None,verschmutzt,reinigen,100.0,100.0,Innenraum - verschmutzt - reinigen,False,False,reinigen,verschmutzt,2019279495,Interieur,Innenraum,None,2019279495-Beschädigung-4-38.jpg,dirty,to clean,interior,inner space,None,./person/w3/image/2019279495-Beschädigung-4-38.jpg,./person/w3/data/annotation/2019279495-Beschädigung-4-38.xml
TUEV Sued,2019154612,2,2019154612-Beschaedigung_2:_Sitz_vorn:_Sitzbezug_rechts__-_verschmutzt_-_reinigen_25.jpg,Sitz vorn,Sitzbezug rechts,None,verschmutzt,reinigen,35.0,35.0,Sitzbezug rechts - verschmutzt - reinigen,False,False,reinigen,verschmutzt,2019154612,Sitz vorn,Sitzbezug rechts,None,2019154612-Beschädigung-2-25.jpg,dirty,to clean,Seat,Seat cover right,None,./person/w3/image/2019154612-Beschädigung-2-25.jpg,./person/w3/data/annotation/2019154612-Beschädigung-2-25.xml
TUEV Sued,2015021858,4,2015021858-Beschaedigung_4:_2.Radsatz:_2.Radsatz__-_verschmutzt_-_reinigen_49.jpg,2.Radsatz,2.Radsatz,None,verschmutzt,reinigen,50.0,50.0,2.Radsatz - verschmutzt - reinigen,False,False,reinigen,verschmutzt,2015021858,2.Radsatz,2.Radsatz,None,2015021858-Beschädigung-4-49.jpg,dirty,to clean,2nd wheelset,2nd wheelset,None,./person/w3/image/2015021858-Beschädigung-4-49.jpg,./person/w3/data/annotation/2015021858-Beschädigung-4-49.xml
TUEV Sued,2020270500,1,"2020270500-Beschaedigung_1:_Verkleidungen|Abdeckungen:_Heckdeckel,_Innenverkleidung__-_verschmutzt_-_reinigen_55.jpg",Verkleidungen/Abdeckungen,"Heckdeckel, Innenverkleidung",None,verschmutzt,reinigen,0.0,0.0,"Heckdeckel, Innenverkleidung - verschmutzt - reinigen",False,False,reinigen,verschmutzt,2020270500,Verkleidungen/Abdeckungen,"Heckdeckel, Innenverkleidung",None,2020270500-Beschädigung-1-55.jpg,dirty,to clean,Clothes / covers,"Rear cover, interior cladding",None,./person/w3/image/2020270500-Beschädigung-1-55.jpg,./person/w3/data/annotation/2020270500-Beschädigung-1-55.xml
TUEV Sued,2015053778,2,2015053778-Beschaedigung_2:_Sitz_vorn:_Sitzbezug_rechts__-_verschmutzt_-_reinigen_39.jpg,Sitz vorn,Sitzbezug rechts,None,verschmutzt,reinigen,40.0,21.0,Sitzbezug rechts - verschmutzt - reinigen,False,False,reinigen,verschmutzt,2015053778,Sitz vorn,Sitzbezug rechts,None,2015053778-Beschädigung-2-39.jpg,dirty,to clean,Seat,Seat cover right,None,./person/w3/image/2015053778-Beschädigung-2-39.jpg,./person/w3/data/annotation/2015053778-Beschädigung-2-39.xml
TUEV Sued,2019116193,2,2019116193-Beschaedigung_2:_Interieur:_Innenraum__-_verschmutzt_-_reinigen_24.jpg,Interieur,Innenraum,None,verschmutzt,reinigen,100.0,90.0,Innenraum - verschmutzt - reinigen,False,False,reinigen,verschmutzt,2019116193,Interieur,Innenraum,None,2019116193-Beschädigung-2-24.jpg,dirty,to clean,interior,inner space,None,./person/w3/image/2019116193-Beschädigung-2-24.jpg,./person/w3/data/annotation/2019116193-Beschädigung-2-24.xml
